1147007.000000,263352.000000,62827.000000,32275.000000,138064.000000,104345.000000,208089.000000,158950.000000,59590.000000,231778.000000,44168.000000,45493.000000,282644.000000,240166.000000,195968.000000,87104.000000,76988.000000,251276.000000,209967.000000,115702.000000,148555.000000,11046.000000,49672.000000,15436.000000,141287.000000,218942.000000,138860.000000,39666.000000,33163.000000,67737.000000,106764.000000,22253.000000,30909.000000,84335.000000,59096.000000,57804.000000,33265.000000,33422.000000,19867.000000,151679.000000,217698.000000,126932.000000,57096.000000,84050.000000,62422.000000,23842.000000,26912.000000,30152.000000,185731.000000,173928.000000,64279.000000,20517.000000,11683.000000,72156.000000,97149.000000,38563.000000,66304.000000,170921.000000,24830.000000,69204.000000,62627.000000,103316.000000,39867.000000,65544.000000,114626.000000,233447.000000,127457.000000,64726.000000,19626.000000,206963.000000,7505.000000,196911.000000,353434.000000,235507.000000,25023.000000,77777.000000,112794.000000,267185.000000,87019.000000,60147.000000,48867.000000,139204.000000,245382.000000,56494.000000,49660.000000,110461.000000,93184.000000,92299.000000,90468.000000,158972.000000,86248.000000,149010.000000,34596.000000,94354.000000,144388.000000,239712.000000,171124.000000,167816.000000,119802.000000,84822.000000,230558.000000,28769.000000,187154.000000,170095.000000,112368.000000,64038.000000,148701.000000,250984.000000,469716.000000,39577.000000,59551.000000,78053.000000,193850.000000,237237.000000,224121.000000,82719.000000,143327.000000,130293.000000
263352.000000,2301462.000000,80161.000000,40168.000000,193898.000000,105380.000000,297976.000000,269509.000000,69247.000000,264423.000000,37911.000000,51080.000000,582766.000000,249702.000000,398638.000000,125699.000000,91423.000000,417614.000000,368502.000000,161978.000000,224657.000000,10930.000000,71546.000000,16124.000000,153390.000000,385702.000000,202397.000000,29813.000000,27456.000000,46050.000000,91050.000000,15909.000000,26406.000000,92221.000000,40298.000000,115101.000000,35438.000000,39998.000000,23596.000000,247813.000000,363657.000000,125665.000000,60046.000000,120662.000000,69509.000000,37753.000000,27827.000000,45339.000000,555529.000000,391840.000000,56739.000000,17070.000000,11472.000000,90351.000000,107013.000000,46133.000000,76837.000000,359028.000000,32924.000000,84969.000000,58491.000000,107012.000000,57730.000000,72835.000000,261721.000000,329281.000000,215142.000000,55928.000000,26311.000000,231754.000000,13414.000000,424778.000000,606862.000000,450952.000000,24285.000000,56205.000000,180247.000000,407163.000000,137145.000000,72220.000000,34762.000000,124990.000000,349356.000000,46702.000000,63693.000000,168892.000000,108614.000000,92881.000000,85824.000000,295807.000000,145297.000000,201578.000000,31485.000000,188594.000000,213061.000000,438134.000000,196658.000000,241101.000000,163734.000000,114482.000000,404603.000000,25313.000000,252768.000000,237650.000000,158885.000000,73570.000000,160902.000000,495751.000000,149634.000000,59882.000000,71717.000000,65951.000000,196018.000000,407040.000000,278234.000000,98250.000000,360160.000000,183817.000000
62827.000000,80161.000000,414950.000000,26511.000000,85753.000000,79576.000000,78168.000000,76103.000000,39255.000000,99937.000000,37058.000000,45984.000000,96385.000000,86808.000000,92048.000000,61508.000000,60124.000000,76302.000000,77775.000000,61735.000000,54518.000000,9307.000000,36542.000000,15457.000000,87564.000000,118675.000000,61617.000000,26606.000000,32985.000000,51893.000000,69781.000000,13261.000000,25199.000000,83923.000000,31045.000000,48174.000000,37483.000000,31090.000000,20865.000000,68759.000000,81305.000000,70720.000000,56483.000000,63263.000000,38378.000000,27629.000000,28795.000000,30742.000000,93770.000000,67928.000000,44224.000000,19115.000000,10025.000000,53219.000000,62910.000000,40679.000000,50439.000000,83427.000000,24123.000000,81700.000000,49449.000000,73123.000000,58847.000000,52840.000000,103131.000000,63722.000000,57130.000000,41449.000000,20458.000000,81974.000000,10025.000000,72590.000000,101359.000000,86693.000000,22479.000000,54479.000000,79356.000000,79348.000000,67691.000000,45168.000000,30048.000000,57331.000000,119413.000000,34962.000000,51732.000000,63475.000000,66239.000000,54865.000000,47837.000000,69793.000000,73625.000000,49990.000000,27531.000000,65640.000000,74487.000000,74477.000000,74712.000000,80052.000000,81336.000000,81282.000000,78779.000000,19910.000000,99020.000000,73702.000000,72560.000000,58367.000000,77742.000000,98987.000000,45669.000000,30996.000000,60620.000000,50958.000000,80257.000000,106480.000000,85441.000000,43619.000000,70211.000000,90888.000000
32275.000000,40168.000000,26511.000000,167065.000000,38669.000000,30222.000000,34126.000000,36321.000000,33257.000000,33560.000000,24056.000000,32592.000000,39188.000000,20157.000000,34848.000000,36026.000000,31555.000000,40735.000000,33951.000000,36460.000000,36894.000000,9113.000000,31068.000000,14584.000000,31932.000000,38281.000000,29939.000000,22465.000000,22283.000000,29288.000000,36419.000000,14075.000000,17702.000000,33429.000000,17958.000000,34326.000000,26619.000000,20896.000000,18162.000000,34032.000000,36941.000000,37543.000000,27090.000000,42024.000000,31725.000000,25531.000000,21354.000000,30805.000000,37538.000000,36573.000000,19917.000000,21342.000000,9916.000000,30725.000000,31399.000000,30291.000000,36076.000000,39989.000000,26921.000000,36462.000000,32855.000000,27607.000000,31701.000000,30806.000000,36506.000000,34220.000000,40316.000000,27509.000000,19752.000000,30758.000000,10650.000000,35315.000000,35626.000000,39306.000000,24763.000000,24158.000000,35468.000000,38641.000000,26266.000000,32520.000000,26835.000000,29926.000000,41438.000000,20212.000000,31918.000000,44713.000000,30677.000000,24134.000000,32681.000000,39577.000000,35548.000000,21456.000000,33291.000000,30859.000000,31516.000000,35603.000000,34547.000000,33820.000000,31067.000000,32582.000000,31100.000000,19718.000000,38221.000000,32002.000000,32702.000000,32943.000000,31229.000000,42788.000000,25230.000000,32499.000000,30622.000000,29576.000000,30325.000000,35312.000000,34516.000000,25581.000000,44897.000000,31371.000000
138064.000000,193898.000000,85753.000000,38669.000000,1419142.000000,108537.000000,188328.000000,219505.000000,66201.000000,286400.000000,37157.000000,71349.000000,304502.000000,146098.000000,264353.000000,126927.000000,78589.000000,307141.000000,252587.000000,141166.000000,193792.000000,9261.000000,43142.000000,19162.000000,161000.000000,300519.000000,240089.000000,30445.000000,29505.000000,60999.000000,120016.000000,19680.000000,31459.000000,116842.000000,39269.000000,144692.000000,47228.000000,34712.000000,20861.000000,250657.000000,266178.000000,139144.000000,65145.000000,116231.000000,80798.000000,34685.000000,34442.000000,54061.000000,270298.000000,235509.000000,67924.000000,20655.000000,10786.000000,92666.000000,144319.000000,54845.000000,74439.000000,275677.000000,40562.000000,114193.000000,71992.000000,89645.000000,52733.000000,84044.000000,158845.000000,238898.000000,206293.000000,54679.000000,29430.000000,209868.000000,11915.000000,309174.000000,216307.000000,274530.000000,20646.000000,86232.000000,150944.000000,198995.000000,136196.000000,67204.000000,31925.000000,198794.000000,299629.000000,45390.000000,67557.000000,151508.000000,115120.000000,68979.000000,113632.000000,203334.000000,92436.000000,98060.000000,40491.000000,191486.000000,204390.000000,235261.000000,150243.000000,161766.000000,165913.000000,132236.000000,261943.000000,35806.000000,233245.000000,201361.000000,180362.000000,98538.000000,146638.000000,248608.000000,98445.000000,53644.000000,69540.000000,68763.000000,213244.000000,300629.000000,243592.000000,64130.000000,289614.000000,185786.000000
104345.000000,105380.000000,79576.000000,30222.000000,108537.000000,571758.000000,118062.000000,112166.000000,46475.000000,118591.000000,48476.000000,66378.000000,122063.000000,87381.000000,115721.000000,76054.000000,75328.000000,95056.000000,93994.000000,87345.000000,98542.000000,10429.000000,42691.000000,14122.000000,117340.000000,120904.000000,102083.000000,25284.000000,32511.000000,48254.000000,81845.000000,17822.000000,23417.000000,77147.000000,36968.000000,86557.000000,44027.000000,30437.000000,20004.000000,98842.000000,120492.000000,94371.000000,64170.000000,86356.000000,78614.000000,35807.000000,26462.000000,37979.000000,128327.000000,111571.000000,44916.000000,19217.000000,14231.000000,81912.000000,81648.000000,57845.000000,65535.000000,102391.000000,34836.000000,93619.000000,71336.000000,88725.000000,48345.000000,82975.000000,79495.000000,99217.000000,120088.000000,51017.000000,34299.000000,110597.000000,15723.000000,140310.000000,97929.000000,126128.000000,22668.000000,62014.000000,113253.000000,95875.000000,87688.000000,56004.000000,32423.000000,98394.000000,136489.000000,32127.000000,63455.000000,94298.000000,83963.000000,49710.000000,86646.000000,86989.000000,80477.000000,70148.000000,33384.000000,108603.000000,110521.000000,130166.000000,101059.000000,89992.000000,92130.000000,89632.000000,124061.000000,28257.000000,128629.000000,96485.000000,87963.000000,72481.000000,99785.000000,108454.000000,69293.000000,35718.000000,66437.000000,66611.000000,113826.000000,131609.000000,118003.000000,48512.000000,122759.000000,103421.000000
208089.000000,297976.000000,78168.000000,34126.000000,188328.000000,118062.000000,1775036.000000,250977.000000,65618.000000,318059.000000,36677.000000,58517.000000,338408.000000,241678.000000,347948.000000,110591.000000,73946.000000,329576.000000,374394.000000,135653.000000,171382.000000,9038.000000,41229.000000,15797.000000,170589.000000,331165.000000,204898.000000,38204.000000,28689.000000,69145.000000,100636.000000,9434.000000,20954.000000,102304.000000,30613.000000,82297.000000,34720.000000,23497.000000,24319.000000,286687.000000,368873.000000,152223.000000,52236.000000,120143.000000,76886.000000,32985.000000,28858.000000,46179.000000,371862.000000,308399.000000,54979.000000,23041.000000,12952.000000,91716.000000,104260.000000,46736.000000,75933.000000,352521.000000,50533.000000,121377.000000,67817.000000,103813.000000,61961.000000,75393.000000,237133.000000,290206.000000,197954.000000,52010.000000,27007.000000,198943.000000,10116.000000,311261.000000,311737.000000,400623.000000,24016.000000,58037.000000,146482.000000,355911.000000,123014.000000,62669.000000,43298.000000,181023.000000,345266.000000,36420.000000,62234.000000,178192.000000,111051.000000,73624.000000,110118.000000,267178.000000,88530.000000,89166.000000,43959.000000,181676.000000,230790.000000,359969.000000,132066.000000,148484.000000,178724.000000,125046.000000,325994.000000,29283.000000,268851.000000,196495.000000,146553.000000,87393.000000,161238.000000,306687.000000,116897.000000,54999.000000,86233.000000,62304.000000,218912.000000,316509.000000,310270.000000,73768.000000,364033.000000,205094.000000
158950.000000,269509.000000,76103.000000,36321.000000,219505.000000,112166.000000,250977.000000,1483575.000000,64062.000000,246041.000000,36862.000000,63740.000000,226377.000000,126181.000000,246741.000000,105972.000000,83513.000000,295933.000000,265482.000000,109583.000000,177996.000000,8202.000000,49911.000000,15110.000000,162905.000000,244239.000000,242266.000000,28189.000000,23825.000000,69063.000000,114784.000000,18628.000000,23601.000000,76077.000000,28669.000000,112539.000000,45488.000000,27167.000000,16257.000000,233304.000000,297004.000000,129954.000000,56679.000000,98105.000000,73416.000000,36689.000000,27542.000000,47337.000000,303925.000000,239855.000000,50800.000000,20053.000000,11865.000000,101249.000000,127323.000000,50019.000000,98009.000000,268906.000000,33462.000000,99696.000000,66389.000000,92948.000000,41227.000000,68159.000000,216278.000000,271731.000000,242284.000000,54435.000000,29141.000000,231609.000000,13504.000000,290898.000000,238964.000000,327684.000000,21547.000000,54187.000000,141631.000000,257587.000000,121844.000000,69170.000000,33164.000000,123032.000000,297234.000000,27831.000000,54099.000000,118255.000000,89408.000000,60081.000000,101439.000000,216609.000000,101008.000000,129964.000000,35787.000000,215478.000000,244956.000000,285080.000000,141125.000000,167359.000000,190304.000000,133769.000000,280808.000000,24141.000000,253570.000000,181660.000000,160113.000000,82161.000000,144481.000000,249408.000000,90748.000000,40328.000000,70377.000000,64363.000000,235917.000000,320587.000000,240730.000000,58273.000000,263072.000000,144699.000000
59590.000000,69247.000000,39255.000000,33257.000000,66201.000000,46475.000000,65618.000000,64062.000000,317252.000000,66677.000000,34248.000000,45365.000000,70843.000000,49829.000000,58038.000000,47691.000000,54552.000000,61405.000000,62072.000000,52039.000000,58951.000000,10493.000000,46659.000000,17568.000000,63563.000000,61385.000000,68151.000000,24154.000000,26719.000000,50876.000000,41237.000000,12322.000000,17599.000000,33187.000000,33308.000000,65626.000000,35421.000000,26051.000000,20172.000000,54167.000000,68274.000000,75176.000000,50023.000000,66581.000000,60105.000000,33307.000000,25816.000000,45902.000000,70774.000000,69497.000000,51087.000000,16809.000000,11350.000000,57270.000000,55253.000000,49634.000000,66815.000000,63775.000000,33851.000000,58503.000000,44686.000000,47144.000000,44639.000000,50616.000000,51801.000000,65568.000000,53261.000000,53043.000000,32584.000000,64729.000000,10769.000000,68055.000000,65565.000000,76395.000000,19431.000000,42569.000000,62738.000000,63383.000000,66869.000000,49216.000000,30036.000000,64434.000000,70423.000000,29616.000000,38205.000000,68815.000000,64914.000000,52249.000000,64588.000000,76054.000000,50544.000000,62592.000000,33629.000000,68005.000000,70351.000000,68247.000000,66003.000000,80460.000000,52731.000000,53156.000000,59617.000000,22061.000000,66026.000000,58756.000000,74196.000000,67190.000000,67550.000000,65980.000000,37102.000000,33842.000000,52808.000000,59098.000000,49628.000000,73662.000000,63542.000000,53765.000000,60541.000000,65495.000000
231778.000000,264423.000000,99937.000000,33560.000000,286400.000000,118591.000000,318059.000000,246041.000000,66677.000000,1850993.000000,34300.000000,57058.000000,373662.000000,218973.000000,304139.000000,123494.000000,97491.000000,472843.000000,376725.000000,163150.000000,256708.000000,8884.000000,51957.000000,14050.000000,207457.000000,403027.000000,225253.000000,26858.000000,25864.000000,59978.000000,89193.000000,12083.000000,19927.000000,104593.000000,31028.000000,128069.000000,47505.000000,29057.000000,18321.000000,278552.000000,396899.000000,169812.000000,75864.000000,121742.000000,90064.000000,36574.000000,27624.000000,51061.000000,408110.000000,367490.000000,61018.000000,24961.000000,10854.000000,88477.000000,128699.000000,44153.000000,92934.000000,371149.000000,40998.000000,101334.000000,54505.000000,104794.000000,56700.000000,100529.000000,235123.000000,338824.000000,238616.000000,57705.000000,28416.000000,187966.000000,11429.000000,373247.000000,303912.000000,417979.000000,22401.000000,77070.000000,150051.000000,357244.000000,148855.000000,73191.000000,34183.000000,155473.000000,388621.000000,32243.000000,57276.000000,189121.000000,119580.000000,62018.000000,110836.000000,267607.000000,97668.000000,105856.000000,46860.000000,242370.000000,258261.000000,413812.000000,157983.000000,156355.000000,189487.000000,135723.000000,292951.000000,28804.000000,277169.000000,245106.000000,193522.000000,93120.000000,150611.000000,331932.000000,123941.000000,50877.000000,83796.000000,74778.000000,261507.000000,323518.000000,285467.000000,65971.000000,388012.000000,188405.000000
