0,911,72,1
1,619,78,1
2,828,113,1
3,1542,109,1
4,1354,108,1
5,1847,79,-1
6,215,111,-1
7,748,113,1
8,1774,45,-1
9,85,101,1
10,1474,52,-1
11,226,116,1
12,1746,116,-1
13,1158,114,1
14,378,72,1
15,850,32,-1
16,543,67,-1
17,1100,116,1
18,1795,21,-1
19,370,51,-1
20,1531,108,1
21,867,108,1
22,1620,46,-1
23,258,72,1
24,885,62,-1
25,942,5,-1
26,960,87,1
27,1067,92,-1
28,966,45,-1
29,830,115,-1
30,1217,115,1
31,665,72,1
32,175,52,-1
33,1136,72,1
34,1120,105,-1
35,1524,72,1
36,412,29,-1
37,1856,45,-1
38,835,113,1
39,1617,92,-1
40,849,60,-1
41,120,55,-1
42,1796,93,-1
43,1700,25,-1
44,558,72,1
45,23,90,1
46,1024,89,1
47,1436,108,1
48,1222,72,1
49,560,27,-1
50,1305,108,1
51,1851,52,-1
52,1228,115,1
53,891,72,1
54,982,104,1
55,1074,34,-1
56,1755,71,-1
57,1657,27,-1
58,511,36,-1
59,66,56,-1
60,215,62,-1
61,237,116,1
62,982,98,1
63,174,36,-1
64,336,72,-1
65,1783,105,-1
66,987,34,-1
67,1000,113,1
68,820,116,1
69,583,115,1
70,931,51,-1
71,375,115,1
72,1737,116,-1
73,386,22,-1
74,1407,111,1
75,537,72,1
76,543,56,-1
77,1218,114,1
78,242,45,-1
79,819,72,1
80,1682,29,-1
81,1833,70,-1
82,1031,21,-1
83,1768,22,-1
84,1078,34,-1
85,33,105,1
86,226,80,1
87,732,108,1
88,124,28,-1
89,815,72,1
90,1050,29,-1
91,116,6,1
92,1342,114,1
93,958,42,-1
94,514,113,1
95,1758,25,-1
96,1104,60,-1
97,271,111,1
98,781,116,1
99,1125,108,1
100,1747,25,-1
101,1179,108,1
102,174,31,-1
103,1737,51,-1
104,1113,114,1
105,1776,48,-1
106,1250,112,1
107,736,90,1
108,1754,18,-1
109,1231,72,1
110,280,108,1
111,1225,100,1
112,1749,64,-1
113,332,101,1
114,452,22,-1
115,1518,108,1
116,1831,101,-1
117,905,108,1
118,521,108,1
119,1519,116,1
120,1740,108,1
121,1759,55,-1
122,1335,114,1
123,88,72,1
124,1847,51,-1
125,1498,32,-1
126,1503,36,-1
127,1722,23,-1
128,1734,58,-1
129,1803,52,-1
130,1621,108,1
131,149,101,-1
132,1345,108,1
133,344,49,-1
134,814,87,1
135,678,72,1
136,1332,70,-1
137,341,81,1
138,1510,72,1
139,778,36,-1
140,736,108,1
141,1655,21,-1
142,1632,36,-1
143,475,90,1
144,1315,72,1
145,1307,116,1
146,1379,113,1
147,95,108,1
148,1719,71,-1
149,922,74,-1
150,564,108,1
151,1346,114,1
152,53,22,-1
153,695,73,1
154,898,36,-1
155,1634,68,-1
156,890,108,1
157,493,46,-1
158,228,115,1
159,1141,108,1
160,1826,64,-1
161,1247,72,1
162,925,75,-1
163,48,108,1
164,146,70,-1
165,107,113,1
166,1020,113,1
167,1603,108,1
168,1624,114,1
169,196,28,-1
170,742,114,1
171,1777,23,-1
172,35,114,1
173,408,67,-1
174,984,8,-1
175,256,57,-1
176,1510,114,1
177,1722,18,-1
178,202,3,-1
179,196,27,-1
180,669,47,-1
181,822,113,1
182,1312,34,-1
183,389,58,-1
184,1142,28,-1
185,1356,111,1
186,143,108,1
187,1586,62,-1
188,713,72,1
189,611,87,1
190,19,116,1
191,1707,45,-1
192,208,70,-1
193,834,113,1
194,1701,12,-1
195,1868,64,-1
196,712,114,1
197,1767,58,-1
198,1507,51,-1
199,1488,72,1
200,760,109,1
201,867,72,1
202,729,72,1
203,636,72,1
204,931,46,-1
205,814,82,1
206,562,81,1
207,1500,56,-1
208,566,108,1
209,308,60,-1
210,928,111,-1
211,713,116,1
212,12,38,-1
213,1609,55,-1
214,672,72,1
215,1059,32,-1
216,327,108,1
217,336,73,-1
218,610,70,-1
219,1351,72,1
220,1861,14,-1
221,1671,108,1
222,866,72,1
223,377,72,1
224,674,108,1
225,1470,72,1
226,1330,115,1
227,849,110,-1
228,456,105,1
229,1382,115,1
230,864,116,1
231,678,116,1
232,1265,115,1
233,1863,12,-1
234,361,109,-1
235,224,38,-1
236,452,45,-1
237,1419,72,1
238,1298,108,1
239,1069,114,1
240,1405,87,1
241,1739,49,-1
242,1058,62,-1
243,318,108,1
244,446,114,1
245,90,3,-1
246,1104,46,-1
247,968,72,1
248,611,116,1
249,84,72,1
250,996,73,1
251,481,70,-1
252,1437,108,1
253,1503,79,-1
254,668,38,-1
255,99,96,1
256,851,72,1
257,515,80,-1
258,1498,47,-1
259,1423,72,1
260,1613,28,-1
261,22,114,1
262,1598,114,1
263,1733,52,-1
264,1384,113,1
265,1215,99,1
266,108,91,1
267,1008,79,-1
268,1764,51,-1
269,81,112,-1
270,1149,113,1
271,1410,108,1
272,630,113,1
273,281,114,1
274,1281,111,1
275,1071,62,-1
276,1123,72,1
277,1245,46,-1
278,289,63,-1
279,1067,21,-1
280,1705,37,-1
281,101,69,-1
282,1765,79,-1
283,213,58,-1
284,1257,108,1
285,1644,67,-1
286,503,52,-1
287,1050,67,-1
288,277,114,1
289,301,72,1
290,1102,115,1
291,814,73,1
292,542,52,-1
293,585,90,1
294,1264,108,1
295,921,114,1
296,1317,114,1
297,1074,8,-1
298,473,90,1
299,1159,72,1
300,251,113,1
301,737,114,1
302,219,79,-1
303,1500,58,-1
304,1186,79,1
305,1674,49,-1
306,1483,67,-1
307,1708,48,-1
308,1761,25,-1
309,1142,5,-1
310,1752,26,-1
311,865,105,-1
312,1043,105,-1
313,256,16,-1
314,898,47,-1
315,1729,108,1
316,1038,10,-1
317,1060,96,1
318,805,113,1
319,442,108,1
320,1090,88,1
321,154,113,1
322,856,63,-1
323,1314,113,1
324,1741,101,-1
325,1562,91,1
326,702,108,1
327,470,114,1
328,1372,111,1
329,1760,79,-1
330,287,72,1
331,674,72,1
332,1300,49,-1
333,1372,76,1
334,1320,37,-1
335,1120,34,-1
336,1168,96,1
337,695,74,-1
338,16,89,1
339,18,32,-1
340,1379,108,1
341,1596,113,1
342,4,0,1
343,1057,116,1
344,952,73,1
345,656,105,1
346,269,108,1
347,1475,72,1
348,1261,90,1
349,1307,72,1
350,1071,38,-1
351,86,22,-1
352,1422,108,1
353,1820,37,-1
354,377,108,1
355,1827,22,-1
356,1523,73,1
357,1546,90,1
358,1281,100,1
359,961,72,1
360,885,80,-1
361,624,92,-1
362,705,23,-1
363,1335,116,1
364,866,111,1
365,1843,25,-1
366,1022,96,1
367,833,111,1
368,1797,23,-1
369,48,116,1
370,1805,51,-1
371,41,72,1
372,1562,97,1
373,507,21,-1
374,1482,100,1
375,1672,48,-1
376,1521,96,1
377,557,116,1
378,1162,114,1
379,1360,113,1
380,1402,72,1
381,1227,108,1
382,632,96,1
383,1468,36,-1
384,1802,23,-1
385,1721,71,-1
386,408,74,-1
387,286,72,1
388,1704,93,-1
389,578,70,-1
390,503,56,-1
391,958,72,1
392,668,67,-1
393,1567,101,1
394,389,67,-1
395,739,72,1
396,1521,113,1
397,1033,108,1
398,21,36,1
399,498,105,-1
400,1050,34,-1
401,357,113,1
402,1731,35,-1
403,739,73,1
404,624,105,-1
405,1344,108,1
406,1782,18,-1
407,695,51,-1
408,560,22,-1
409,758,109,-1
410,215,10,-1
411,1241,72,1
412,1854,14,-1
413,1841,93,-1
414,791,113,1
415,21,37,1
416,189,72,1
417,624,111,-1
418,543,44,-1
419,172,115,-1
420,289,36,-1
421,1058,51,-1
422,133,72,1
423,784,114,1
424,275,108,1
425,666,108,1
426,1467,51,-1
427,249,101,-1
428,1172,90,1
429,711,72,1
430,1386,44,-1
431,925,67,-1
432,1676,82,-1
433,289,31,-1
434,215,5,-1
435,757,115,-1
436,1166,115,1
437,337,115,-1
438,210,72,1
439,870,72,1
440,448,108,1
441,86,45,-1
442,1848,79,-1
443,1694,105,-1
444,152,113,1
445,922,30,-1
446,1078,72,1
447,1470,116,1
448,1100,115,1
449,1079,108,1
450,1460,72,1
451,482,101,-1
452,1709,71,-1
453,1683,70,-1
454,1200,110,-1
455,1292,116,1
456,1409,108,1
457,209,108,1
458,458,103,1
459,899,72,1
460,1390,115,1
461,1689,38,-1
462,1370,111,1
463,664,81,1
464,1773,23,-1
465,1785,55,-1
466,1830,35,-1
467,1124,114,1
468,586,114,1
469,467,100,-1
470,373,108,1
471,52,70,-1
472,21,15,1
473,785,97,1
474,1743,18,-1
475,1699,37,-1
476,1337,116,1
477,643,116,1
478,1703,49,-1
479,1746,52,-1
480,1864,21,-1
481,1697,79,-1
482,1760,22,-1
483,79,115,1
484,1614,58,-1
485,467,107,-1
486,1649,92,-1
487,1594,21,-1
488,1682,2,-1
489,1154,105,1
490,1498,45,-1
491,643,91,1
