0,2656,358,-1
1,3658,64,-1
2,1451,121,1
3,440,53,1
4,3324,249,-1
5,1887,178,-1
6,166,14,1
7,2934,19,1
8,1208,365,-1
9,12,66,1
10,771,2,1
11,1571,298,-1
12,3272,178,-1
13,2883,358,-1
14,2752,24,1
15,919,35,1
16,3627,151,-1
17,1622,14,1
18,45,10,1
19,3600,178,-1
20,3263,32,1
21,199,39,1
22,496,24,1
23,3797,288,-1
24,1889,53,1
25,668,277,1
26,2863,178,-1
27,3771,358,-1
28,2155,178,-1
29,493,5,1
30,2057,249,-1
31,539,24,1
32,886,358,-1
33,2922,178,-1
34,76,76,1
35,3258,178,-1
36,1211,1,1
37,971,53,1
38,590,306,1
39,228,11,1
40,801,20,1
41,723,27,1
42,2488,178,-1
43,652,1,1
44,1330,358,-1
45,2193,249,-1
46,1668,178,-1
47,240,16,1
48,458,29,1
49,2939,288,-1
50,3479,249,-1
51,1602,178,-1
52,1758,0,1
53,2846,280,-1
54,2402,5,1
55,1147,168,1
56,3461,280,-1
57,2900,18,1
58,1512,19,1
59,2155,0,1
60,2447,178,-1
61,3826,178,-1
62,1989,5,1
63,3489,178,-1
64,764,135,1
65,2946,64,-1
66,3104,1,1
67,723,20,1
68,1138,5,1
69,931,15,1
70,948,5,1
71,553,27,1
72,717,280,1
73,2353,288,-1
74,63,39,1
75,759,9,1
76,3637,280,-1
77,1758,64,-1
78,2206,178,-1
79,3387,84,-1
80,2219,304,1
81,2183,5,1
82,3217,82,-1
83,2722,19,1
84,2749,19,1
85,737,19,1
86,418,84,-1
87,3309,84,-1
88,27,19,1
89,1981,75,-1
90,2593,0,1
91,3461,249,-1
92,3470,178,-1
93,2412,5,1
94,1236,19,1
95,914,24,1
96,2209,1,1
97,3688,64,-1
98,3780,249,-1
99,2862,64,-1
100,2884,358,-1
101,1184,18,1
102,404,5,1
103,1574,19,1
104,1886,5,1
105,1801,84,-1
106,3359,171,-1
107,618,249,-1
108,765,33,1
109,3056,249,-1
110,2530,178,-1
111,93,326,1
112,2127,360,-1
113,449,358,-1
114,1851,0,1
115,2299,64,-1
116,3408,360,-1
117,3326,178,-1
118,1887,249,-1
119,385,15,1
120,3163,16,1
121,1038,178,-1
122,608,82,-1
123,956,1,1
124,3171,364,-1
125,282,9,1
126,2040,1,1
127,12,44,1
128,676,40,1
129,128,153,1
130,2131,358,-1
131,3652,288,-1
132,2706,178,-1
133,2902,288,-1
134,2396,178,-1
135,185,18,1
136,2309,358,-1
137,343,10,1
138,2393,27,1
139,354,24,1
140,2768,0,1
141,369,87,1
142,2569,74,1
143,673,9,1
144,1399,28,1
145,3355,276,-1
146,3557,358,-1
147,1771,4,1
148,1443,358,-1
149,2490,358,-1
150,3320,178,-1
151,982,249,-1
152,2620,249,-1
153,2773,64,-1
154,1808,15,1
155,1343,178,-1
156,2207,16,1
157,3552,178,-1
158,2163,5,1
159,3663,64,-1
160,3581,288,-1
161,3577,178,-1
162,1076,1,1
163,3513,280,-1
164,968,20,1
165,1981,288,-1
166,3397,64,-1
167,2077,178,-1
168,16,58,1
169,202,15,1
170,1245,24,1
171,358,86,1
172,792,249,-1
173,1979,359,-1
174,3629,178,-1
175,895,178,-1
176,3312,40,-1
177,1221,368,-1
178,1134,178,-1
179,1374,0,1
180,8,178,-1
181,1367,9,1
182,3158,2,1
183,2044,202,-1
184,3261,33,1
185,3926,64,-1
186,1052,64,-1
187,2177,10,1
188,2581,28,1
189,2695,249,-1
190,4037,134,-1
191,3290,178,-1
192,1252,2,1
193,3312,321,-1
194,1154,24,1
195,802,4,1
196,651,24,1
197,3527,249,-1
198,2913,64,-1
199,3943,288,-1
200,3377,359,-1
201,3262,1,1
202,2661,24,1
203,1631,2,1
204,221,20,1
205,3296,33,-1
206,2299,0,1
207,2913,280,-1
208,189,128,1
209,2825,249,-1
210,982,358,-1
211,377,29,1
212,3060,5,1
213,3860,178,-1
214,1473,4,1
215,3171,365,-1
216,1429,178,-1
217,3600,288,-1
218,3413,288,-1
219,2555,288,-1
220,1439,178,-1
221,1968,5,1
222,2213,64,-1
223,3849,288,-1
224,475,4,1
225,903,2,1
226,2815,280,-1
227,2495,2,1
228,2745,38,1
229,474,87,1
230,2805,39,1
231,36,2,1
232,2420,4,1
233,1306,1,1
234,908,0,1
235,2994,151,-1
236,2099,4,1
