0,550,1547,-1
1,763,1897,1
2,108,313,1
3,109,561,-1
4,481,1285,1
5,39,109,1
6,78,221,1
7,596,962,-1
8,669,1443,-1
9,317,1923,-1
10,178,1384,-1
11,609,70,-1
12,116,357,1
13,702,180,-1
14,344,103,1
15,532,277,1
16,105,851,-1
17,716,774,1
18,198,601,1
19,823,428,-1
20,137,392,1
21,423,1133,1
22,316,716,-1
23,275,770,1
24,3,18,1
25,608,1976,-1
26,301,995,-1
27,15,35,1
28,150,443,1
29,347,1399,-1
30,839,2026,1
31,698,1002,-1
32,160,495,1
33,750,1381,-1
34,766,1883,-1
35,486,1291,1
36,520,1358,1
37,446,1194,1
38,236,687,1
39,85,808,-1
40,579,1490,1
41,717,876,-1
42,14,122,-1
43,459,378,-1
44,28,66,1
45,703,1058,-1
46,254,740,1
47,768,1776,-1
48,707,115,-1
49,343,1498,-1
50,216,970,-1
51,34,91,1
52,816,1860,-1
53,336,814,-1
54,518,1354,1
55,744,374,-1
56,694,1756,1
57,131,85,-1
58,538,1312,-1
59,442,1163,-1
60,785,545,-1
61,578,230,-1
62,368,518,-1
63,474,1263,1
64,445,1156,-1
65,649,690,-1
66,469,1212,1
67,226,672,1
68,352,1396,-1
69,115,339,1
70,717,29,-1
71,518,1340,1
72,160,493,1
73,515,79,-1
74,683,1119,-1
75,269,762,1
76,484,229,-1
77,756,2009,-1
78,518,1350,1
79,759,1864,1
80,200,34,-1
81,579,1466,1
82,769,625,-1
83,225,942,-1
84,21,827,-1
85,453,1013,-1
86,770,128,1
87,472,1247,1
88,425,1135,1
89,734,1813,1
90,549,1311,-1
91,266,300,-1
92,121,22,1
93,57,164,1
94,169,1060,-1
95,777,1315,-1
96,630,1265,-1
97,226,673,1
98,227,1705,-1
99,782,91,-1
100,583,95,-1
101,124,367,1
102,276,249,-1
103,190,1457,-1
104,109,301,1
105,445,1200,1
106,685,1034,-1
107,145,774,-1
108,227,689,1
109,314,871,1
110,700,27,-1
111,737,342,-1
112,418,1804,-1
113,437,1151,1
114,799,1958,1
115,374,606,-1
116,459,585,-1
117,235,706,-1
118,546,1431,1
119,346,810,-1
120,281,483,-1
121,588,1114,-1
122,298,64,-1
123,254,736,1
124,147,1033,-1
125,582,1540,-1
126,571,758,-1
127,164,270,-1
128,226,675,1
129,280,1951,-1
130,2,13,1
131,673,769,-1
132,806,1596,1
133,469,1222,1
134,615,1574,1
135,155,1325,-1
136,412,1121,1
137,363,1036,1
138,8,477,-1
139,383,1000,-1
140,667,1030,-1
141,226,662,1
142,201,606,1
143,91,664,-1
144,3,1039,-1
145,261,1746,-1
146,492,1028,-1
147,341,1764,-1
148,340,968,1
149,805,1969,1
150,110,331,1
151,737,1835,1
152,129,821,-1
153,531,1388,-1
154,579,1486,1
155,469,1884,-1
156,806,1971,1
157,717,285,-1
158,252,728,1
159,714,992,-1
160,391,1821,-1
161,154,472,1
162,116,354,1
163,227,691,1
164,99,1707,-1
165,664,1041,-1
166,340,579,-1
167,198,780,-1
168,109,323,1
169,813,1985,1
170,369,117,-1
171,831,242,-1
172,610,242,-1
173,678,21,-1
174,383,1795,-1
175,365,1768,-1
176,563,1450,1
177,237,1688,-1
178,839,1328,-1
179,320,917,1
180,496,1312,1
181,79,216,1
182,324,947,1
183,241,701,1
184,22,72,1
185,654,1619,1
186,799,1946,1
187,153,463,1
188,339,976,1
189,376,1057,1
190,448,1392,-1
191,472,1228,1
192,263,637,-1
193,799,1942,1
194,812,963,-1
195,527,286,-1
196,497,1319,1
197,388,958,-1
198,767,1893,-1
199,458,1188,1
200,130,1242,-1
201,446,1621,-1
202,603,21,-1
203,803,1967,1
204,245,1048,-1
205,746,1848,1
206,355,1019,1
207,242,722,1
208,369,2004,-1
209,650,1632,1
210,633,924,-1
211,284,1646,-1
212,666,1649,1
213,277,772,1
214,141,979,-1
215,510,1235,-1
216,526,1387,1
217,229,681,1
218,688,1731,1
219,692,1754,1
220,79,210,1
221,412,1120,1
222,666,1645,1
223,254,737,1
224,22,658,-1
225,268,1269,-1
226,250,726,1
227,221,654,1
228,364,1053,1
229,32,86,1
230,666,1660,1
231,81,1103,-1
232,397,1082,1
233,815,1737,-1
234,786,1924,1
235,740,493,-1
236,666,1642,1
237,391,1844,-1
238,484,148,-1
239,499,859,-1
240,544,1414,1
241,474,1255,1
242,340,963,1
243,831,79,-1
244,430,1018,-1
245,685,1746,1
246,498,56,-1
247,158,513,1
248,818,1326,-1
249,729,563,1
250,523,1382,1
251,600,1555,1
252,3,1924,-1
253,687,1512,-1
254,697,1762,1
255,328,942,1
256,799,1957,1
257,796,1264,-1
258,276,1919,-1
259,116,342,1
260,191,561,1
261,62,1901,-1
262,565,1531,-1
263,111,334,1
264,222,989,-1
265,495,1190,-1
266,53,135,1
267,783,1468,1
268,700,880,-1
269,404,1714,-1
270,230,692,1
271,325,1623,-1
272,773,1910,1
273,410,1589,-1
274,28,70,1
275,591,1501,1
276,659,321,-1
277,584,650,-1
278,279,780,1
279,263,1873,-1
280,600,1537,1
281,681,1265,-1
282,764,1249,-1
283,24,41,-1
284,442,1171,1
285,772,1549,-1
286,159,1376,-1
287,784,789,-1
288,354,118,-1
289,483,1286,1
290,523,1830,-1
291,306,61,1
292,79,220,1
293,463,1206,1
294,113,1096,-1
295,126,369,1
296,231,666,-1
297,433,1144,1
298,156,335,-1
299,804,1968,1
300,613,1958,-1
301,660,1112,-1
302,682,1085,-1
303,643,1858,-1
304,306,64,1
305,531,1393,1
306,215,825,-1
307,116,351,1
308,600,1547,1
309,54,138,1
310,580,993,-1
311,477,1644,-1
312,44,1732,-1
313,465,1573,-1
314,235,1856,-1
315,145,396,1
316,577,1703,-1
317,143,393,1
318,449,1128,-1
319,675,1706,1
320,519,1378,1
321,347,252,-1
322,329,938,1
323,109,321,1
324,488,1979,-1
325,794,1931,1
326,250,1143,-1
327,799,1368,-1
328,838,355,-1
329,524,1191,1
330,643,1606,1
331,682,1091,-1
