pred,label
7.358913e-08,-1
0.1284786,-1
1.0,1
0.017193275,-1
4.947479e-09,-1
1.0,1
1.0,1
0.00425489,-1
1.0,1
1.0,1
0.00069794524,-1
0.99999523,1
1.05600675e-08,-1
0.99986994,1
1.0,1
3.4646812e-06,-1
0.9999999,1
2.6996747e-12,-1
2.0936328e-12,-1
0.13963145,-1
8.540533e-07,-1
1.0,1
0.9999995,1
1.0,1
0.005705642,-1
1.0,1
0.048193626,-1
0.045305282,-1
0.07012143,-1
0.056071013,-1
1.0,1
2.3809655e-07,-1
3.440296e-07,-1
2.7140588e-08,-1
2.088954e-08,-1
1.0,1
1.0,1
1.5193805e-11,-1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.98955524,1
1.0,1
2.6822192e-08,-1
1.0,1
1.019228e-06,-1
3.6384595e-09,-1
0.0002701454,-1
1.9457252e-10,-1
0.00019516898,-1
1.0,1
0.0019518464,-1
1.0,1
8.778215e-07,-1
0.0008730669,-1
1.0,1
0.9999995,1
3.6217516e-06,-1
6.84636e-08,-1
1.0,1
1.0,1
9.483685e-11,-1
5.9273935e-07,-1
7.926878e-11,-1
1.0,1
1.0,1
7.176087e-12,-1
1.0,1
1.158837e-19,-1
9.8658734e-11,-1
0.99999976,1
1.0,1
1.0,1
0.00011490225,-1
1.0,1
1.2712853e-11,-1
1.0,1
7.960783e-08,-1
1.0,1
1.7531964e-07,-1
2.972924e-08,-1
4.692144e-07,-1
1.4861139e-10,-1
0.0064039393,1
1.0,1
1.0,1
1.0,1
3.0254927e-09,-1
1.0,1
1.7555e-11,-1
3.7932715e-08,-1
1.0,1
1.0,1
7.8919094e-22,-1
0.9999933,1
1.0,1
4.7239553e-07,-1
0.009311891,-1
0.6827408,-1
1.0,1
2.3355805e-12,-1
0.00012086935,-1
1.0,1
1.0,1
1.0,1
0.00018404867,-1
1.0,1
1.0,1
1.213878e-09,-1
0.061950833,-1
1.0,1
0.9999676,1
4.0822495e-05,-1
1.0,1
1.9037776e-05,-1
1.0,1
1.0,1
1.0,1
5.187419e-07,-1
0.0010695899,-1
1.221638e-07,-1
1.3639208e-08,-1
1.0,1
2.1019466e-09,-1
0.28446755,-1
5.0441577e-07,-1
1.0,1
1.0,1
0.016087525,-1
3.5261388e-13,-1
0.6047621,1
4.292013e-09,-1
3.5791424e-12,-1
1.0,1
7.9313634e-07,-1
0.14742671,1
1.0,1
1.0,1
1.0,1
0.9998103,1
1.0,1
2.1727182e-07,-1
5.173071e-12,-1
1.0,1
0.9999752,1
0.9999999,1
1.0,1
3.730968e-11,-1
2.2150962e-05,-1
1.5004343e-05,-1
1.0,1
1.8876148e-07,-1
1.0,1
4.9805056e-08,-1
1.0,1
2.4424934e-10,-1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
3.9869605e-09,-1
2.5480787e-10,-1
4.7221715e-08,-1
3.0234519e-06,-1
0.990919,-1
1.158907e-09,-1
1.7543705e-07,-1
0.02585049,-1
1.0,1
1.4771429e-08,-1
1.7754869e-06,-1
