pred,label
0.9883973,-1
0.94326335,1
0.06599414,-1
0.99999976,1
0.0055167507,-1
0.8671968,-1
0.001422794,-1
0.00016998015,-1
0.102886826,-1
0.0029676727,-1
0.99998283,1
0.001279102,-1
0.00054931425,-1
0.17107932,-1
0.000900741,-1
0.18606718,-1
0.9998646,1
1.8841374e-05,-1
0.008081219,-1
0.7470246,1
0.99793434,1
0.27160165,-1
0.0004382985,-1
0.999972,1
0.9998858,1
0.06018723,-1
0.00064269005,-1
0.99993277,1
0.9984804,1
0.00019187483,-1
0.9989982,1
0.99999845,1
0.0005189395,-1
0.05738805,-1
0.010605476,-1
0.99995816,1
8.4454965e-05,-1
1.7934059e-05,-1
0.9982345,1
0.00938174,-1
0.99989474,1
0.0052453014,-1
0.06721503,-1
0.9991424,1
0.9999759,1
0.8499715,1
0.0003280268,-1
0.9998016,1
0.99974734,1
0.0011122138,-1
0.96936125,1
0.010336076,-1
0.01981677,-1
0.00011013419,-1
0.99924004,1
0.9995431,1
0.0046196035,-1
0.0003907499,-1
0.99985445,1
0.9998273,1
0.9999882,1
0.008103004,-1
0.99871683,1
5.5958146e-05,-1
0.99999976,1
0.0014327726,-1
0.0044382527,-1
0.9995034,1
2.8729435e-05,-1
0.99999094,1
1.0,1
0.00047910836,-1
1.0,1
1.0,1
0.99983954,1
0.99995434,1
0.9999939,1
0.0050175823,-1
0.19960025,-1
0.9985719,1
0.00012875507,-1
0.9990013,1
0.9887332,1
0.98136604,1
0.0006413561,-1
0.0002321479,-1
0.0013049814,-1
0.99999833,1
0.05698742,-1
0.00020655419,-1
0.99989045,1
0.99999225,1
0.9971955,1
0.08622935,-1
0.06286106,-1
0.9999995,1
0.9955017,-1
0.004510234,-1
0.018621923,-1
0.999948,1
0.017065894,-1
0.9997334,1
0.0010281972,-1
0.0019522429,-1
0.9794957,1
0.9999987,1
0.99999964,1
3.8034348e-05,-1
0.99999416,1
0.00052256114,-1
0.99998176,1
0.9999391,1
0.0068251635,-1
0.999736,1
0.0056484984,-1
0.0034108253,-1
0.966551,1
0.025636915,-1
0.0015359686,-1
0.010422807,-1
0.99993944,1
0.00022752315,-1
0.99999833,1
0.9998834,1
0.000564011,-1
0.00034798964,-1
0.99737406,1
0.9986732,1
0.9999219,1
0.999992,1
0.00112967,-1
0.02131233,-1
0.10608316,1
0.9999192,1
0.00027061588,-1
0.9998603,1
0.9999286,1
0.0016078601,-1
0.0019186565,-1
0.99992156,1
0.9959609,1
0.9999831,1
0.00012847899,-1
0.0027151536,-1
0.9726546,-1
0.0009376505,-1
0.9999589,1
2.5336223e-05,-1
0.00019743654,-1
0.0005116167,-1
0.99851614,1
0.999613,1
0.9999312,1
0.00017828625,-1
0.00010125258,-1
0.00038107714,-1
0.99585116,1
1.8931827e-05,-1
0.00914991,-1
0.04302395,-1
1.5767338e-05,-1
1.0,1
0.044251416,-1
0.04133255,-1
0.011373134,-1
0.00019842832,-1
0.97809666,1
0.00034991882,-1
0.00065181346,-1
3.1526888e-05,-1
0.99983907,1
0.9936539,1
0.00026369272,-1
0.9999999,1
0.9999858,1
0.008166767,-1
0.99993527,1
0.9998884,1
0.00024837215,-1
0.0075916084,-1
0.9998902,1
0.016247617,-1
0.00058845174,-1
0.99903935,1
9.138848e-05,-1
0.9998093,1
0.009377132,-1
0.9999894,1
0.06342807,-1
0.13414615,-1
0.0006561655,-1
0.9999988,1
0.030669877,-1
0.89647585,-1
0.9998254,1
0.0002687141,-1
0.01935161,-1
6.949241e-05,-1
0.99789727,1
0.0017273106,-1
0.00029915367,-1
0.9999598,1
0.00054861803,-1
0.0069563305,-1
0.9999496,1
0.9999926,1
0.90998614,1
0.00043973606,-1
0.0011710146,-1
0.0015734897,-1
0.19442008,-1
0.99925476,1
0.9999981,1
0.07491978,-1
0.99985576,1
0.9999999,1
0.99999833,1
0.99999607,1
0.00045163365,-1
0.0028665832,-1
0.99827826,1
0.0018497611,-1
0.9998758,1
0.9996697,1
0.00024427168,-1
0.00030159153,-1
0.9999993,1
0.002688966,-1
0.998058,1
0.9999318,1
0.0038295519,-1
0.99993885,1
0.9999267,1
0.9998965,1
0.003220442,-1
0.048221767,-1
0.9999896,1
0.9999734,1
0.02478677,-1
0.00016264922,-1
0.005667363,-1
0.9999547,1
0.010512656,-1
0.9999974,1
0.99999976,1
0.0013867419,-1
0.8524925,1
0.06850857,-1
0.9999641,1
0.9999733,1
0.99798137,1
0.03354182,-1
0.0048198225,-1
0.0381083,-1
0.0003982839,-1
0.9999963,1
6.588606e-05,-1
0.99521196,-1
