pred,label
0.9992674,1
0.05244648,-1
0.9999963,1
0.9997366,1
0.004189813,-1
0.001333866,-1
0.01257931,-1
0.031999357,-1
0.99949944,1
0.019438954,-1
0.045216005,-1
0.001087922,-1
0.0052585467,-1
0.9999454,1
0.995808,1
0.99988353,1
0.0081094755,-1
0.9954882,1
0.00073802506,-1
0.9999695,1
0.99965453,1
0.075803675,-1
0.14720687,-1
0.52771497,-1
0.018036313,-1
0.31697574,-1
0.9952485,1
0.001296899,-1
0.42134562,-1
0.99996436,1
0.91895026,1
0.99754936,1
0.99960595,1
0.0042864396,-1
0.9968305,1
0.00027199328,-1
0.0299003,-1
0.001677019,-1
0.99997497,1
0.9997235,1
0.99999833,1
0.9943023,1
0.00095037,-1
0.00020896517,-1
0.99978167,1
0.00365104,-1
0.012821963,-1
0.9999999,1
0.9973713,1
0.99713326,1
0.0001865099,-1
0.9999999,1
0.011719412,-1
0.7721724,-1
0.9999645,1
0.028267754,-1
0.0036295166,-1
0.9999839,1
0.9998801,1
0.00015877922,-1
0.0028926653,-1
0.78262854,-1
0.9999492,1
0.017132025,-1
0.0019459967,-1
0.99941194,1
2.69185e-05,-1
0.99998224,1
0.0004666132,-1
0.006689961,-1
0.99997985,1
6.7236615e-05,-1
0.99965394,1
0.9986203,1
0.99869555,1
0.99959415,1
0.991245,1
0.9998172,1
0.53267777,1
0.021591486,-1
0.9997516,1
0.001028845,-1
0.0006035771,-1
0.9999311,1
0.07167626,-1
0.0012328794,-1
0.00015497365,-1
0.99999714,1
0.030844416,-1
0.00031232805,-1
0.0019065429,-1
0.050405018,-1
0.016280998,-1
0.018349804,-1
0.0014271893,-1
0.9999957,1
0.9557932,1
0.99999094,1
0.00041556868,-1
0.090883724,-1
0.031451188,-1
0.00463041,-1
0.0006658184,-1
0.9998921,1
0.99813783,1
0.99991655,1
0.99518895,1
0.9946497,1
0.00020267579,-1
0.98902214,1
0.99946934,1
0.0006206411,-1
0.00013204914,-1
0.99996805,1
0.9996499,1
0.9999995,1
0.00024950074,-1
0.07766519,-1
0.9911827,1
0.0033012908,-1
0.4587527,-1
0.0255153,-1
0.99982005,1
0.9997421,1
0.9997602,1
0.00013245169,-1
0.000114253045,-1
0.9988883,1
0.99995816,1
0.00013256755,-1
0.0069725653,-1
0.017791303,-1
0.997465,1
0.99080867,1
0.99727017,1
0.051872004,-1
0.99961346,1
0.006075164,-1
0.053158533,-1
0.034349397,-1
0.9999652,1
8.179935e-05,-1
0.9326827,1
0.9995109,1
0.9994548,1
0.9996644,1
0.00032879296,-1
0.9996823,1
0.00018715265,-1
0.00072295556,-1
0.03965382,-1
0.007805368,-1
0.0030751652,-1
0.99995947,1
0.0003069367,-1
0.012103842,-1
0.0021525105,-1
0.01829082,-1
0.9972584,-1
0.9999263,1
0.0021763577,-1
0.9965391,1
0.0009012617,-1
0.9992287,1
0.9946485,1
0.9995321,1
0.9999877,1
0.99999285,1
0.9999777,1
0.999995,1
0.0001362573,-1
0.003524944,-1
0.9999769,1
0.93598306,1
0.9559273,1
0.00013290043,-1
0.99979645,1
0.77702194,-1
0.0021327569,-1
0.9999449,1
0.9999963,1
0.3295814,-1
0.9999999,1
0.99736696,1
0.99999917,1
0.0010291968,-1
0.041760214,-1
0.21217068,-1
0.0036878267,-1
0.004414334,-1
0.9921497,1
0.9999963,1
6.938216e-05,-1
0.0019598037,-1
0.9999453,1
0.99996495,1
0.123827286,-1
0.01258978,-1
0.8557173,-1
0.99887484,1
0.9996395,1
0.003664605,-1
0.99996126,1
0.11765647,-1
0.998665,1
0.99144125,1
0.3830802,-1
0.0052143596,-1
0.9993851,1
0.9999982,1
0.0026522758,-1
0.040745657,-1
0.3735722,-1
0.9999989,1
0.00040315592,-1
8.114782e-05,-1
0.0002237664,-1
0.0002491938,-1
0.3615414,-1
0.0014078893,-1
0.99720794,1
0.9936128,1
0.9999943,1
0.9134213,1
0.0013427346,-1
0.0076663173,-1
0.9967775,1
0.0015105882,-1
0.0004274613,-1
0.99830496,1
0.32337895,-1
0.014497434,-1
0.9890988,1
0.9999989,1
0.083945885,-1
0.0053754887,-1
0.016260909,-1
0.9999635,1
0.9988469,1
0.9999924,1
0.11198646,-1
0.00021402462,-1
0.9999757,1
0.94067776,-1
0.0003833881,-1
0.00031194594,-1
0.99982494,1
0.999992,1
0.00081669993,-1
0.97868,1
0.009797652,-1
0.98296446,1
0.0024623137,-1
0.0004132659,-1
0.003344483,-1
0.99998987,1
0.99830097,1
0.0008267861,-1
0.002031163,-1
0.9999839,1
0.006764293,-1
0.99998224,1
0.9654961,1
0.0031003982,-1
0.057844136,-1
0.99983346,1
0.97198063,1
0.99958426,1
0.999992,1
0.00791271,-1
0.0050323736,-1
0.020042848,-1
0.75958985,-1
0.8990393,1
0.0004942712,-1
0.99780494,1
0.99987805,1
0.97236764,-1
8.3932784e-05,-1
0.99948186,1
0.99982834,1
0.99850464,1
0.00021896824,-1
0.00041215346,-1
0.0049058646,-1
0.003674275,-1
0.0060484307,-1
0.99766564,1
0.0056168158,-1
0.99992526,1
0.9998235,1
0.98901385,1
0.9997693,1
0.9990476,1
0.99999595,1
0.99864906,1
0.0012993754,-1
8.541667e-05,-1
0.00015381534,-1
0.010834346,-1
0.99999976,1
0.99999034,1
0.9999722,1
0.0024989126,-1
0.9999963,1
0.9920868,1
4.2640473e-05,-1
0.99995553,1
0.99983096,1
0.12925667,-1
0.834501,1
0.00010199594,-1
0.0009181665,-1
0.6643536,-1
0.00018210978,-1
0.9846966,1
0.002158609,-1
0.004687888,-1
0.012160144,-1
0.99996185,1
0.99989176,1
0.9997725,1
0.0067851287,-1
0.051708676,-1
0.99917716,1
0.9999993,1
0.9916614,1
0.97008264,1
0.7878776,1
0.9976477,1
0.9999788,1
0.9998944,1
0.9999982,1
0.9999758,1
0.0010575418,-1
0.045721587,-1
0.9995646,1
0.004156879,-1
0.9999888,1
0.9973557,1
0.04972718,-1
0.9999832,1
0.99998856,1
0.040837467,-1
0.0031080686,-1
0.99996734,1
5.671304e-05,-1
0.008012975,-1
0.9746381,1
0.18631263,-1
0.9853404,1
0.00081214454,-1
0.9998485,1
0.19026159,1
0.5809915,-1
0.999749,1
0.99931,1
0.56014144,-1
0.99987185,1
0.9999846,1
0.0020626052,-1
0.1285725,-1
0.9919442,1
0.9998884,1
0.0021677094,-1
0.034734145,-1
0.9999435,1
0.99705136,1
0.999726,1
0.00077965506,-1
0.9999658,1
0.00039089037,-1
0.09665278,-1
0.0033742883,-1
0.34833485,-1
0.99116653,1
0.000316287,-1
0.12379753,-1
0.9984652,1
0.9205816,1
0.00033058328,-1
0.003954934,-1
0.9996877,1
0.039022133,-1
0.9997036,1
0.416837,-1
0.9995023,1
0.99972934,1
0.2830419,-1
0.99992514,1
0.00051724137,-1
0.9998609,1
0.00018331133,-1
0.018842667,-1
0.044290334,-1
0.9992706,1
0.19459692,-1
0.9994862,1
0.99850297,1
0.9999975,1
0.005589236,-1
0.99980074,1
0.9997764,1
0.021563299,-1
0.79314774,1
3.2178366e-05,-1
6.801109e-05,-1
0.9999968,1
0.99974686,1
4.3503012e-05,-1
0.00012740406,-1
0.9999876,1
0.044455893,-1
0.9997043,1
0.999619,1
0.0028731194,-1
0.99421644,1
0.99457836,1
0.017240595,-1
0.0066043776,-1
0.0632909,-1
0.9996387,1
0.9865188,1
0.00045764496,-1
0.99044716,1
0.0004764498,-1
0.06656657,-1
0.00047370212,-1
0.02267,-1
0.9996136,1
0.9999937,1
0.002001782,-1
0.9958049,1
0.0015514658,-1
0.9999229,1
0.99992776,1
6.297117e-05,-1
0.9999336,1
0.9999887,1
0.9986802,1
0.0009854209,-1
0.9999696,1
0.0021910092,-1
0.8640419,1
0.9999958,1
0.98779637,-1
0.0012399643,-1
0.11800078,-1
0.002058682,-1
0.0012167548,-1
0.99999845,1
0.9998568,1
0.9998234,1
0.0016692661,-1
0.99873394,1
0.010267516,-1
0.9991454,1
5.2114425e-05,-1
0.043440357,-1
0.0074897734,-1
0.9999999,1
0.05550019,-1
0.055394564,-1
0.36838165,-1
0.9998888,1
0.0023413629,-1
0.9999945,1
3.8288803e-05,-1
0.026613124,-1
0.0037500656,-1
0.0051445067,-1
0.9976029,1
0.00071590446,-1
0.9999292,1
0.9979469,1
0.99255437,1
0.9999176,1
0.4023368,-1
0.010149614,-1
0.0034861532,-1
6.215319e-05,-1
0.99939,1
0.067502946,-1
0.99989235,1
0.039122924,-1
0.99999976,1
0.99905545,1
0.9847174,1
0.004308332,-1
1.9421257e-05,-1
0.9999876,1
0.99860686,1
0.039096184,-1
0.99999523,1
0.0008224792,-1
0.999992,1
0.016118618,-1
0.9993337,1
0.99134994,1
0.009952616,-1
0.9925258,1
0.9814957,1
0.000966327,-1
4.632943e-05,-1
0.99992025,1
0.0044823377,-1
0.96611416,1
0.7675209,1
1.7701406e-05,-1
0.0023287241,-1
0.99997616,1
0.99911124,1
0.007510382,-1
0.03175206,-1
0.00016239338,-1
0.00013576706,-1
0.9999845,1
0.978721,1
0.00093706197,-1
0.9995615,1
0.9999825,1
0.9995759,1
0.08904333,-1
1.6454573e-05,-1
0.99792945,1
