0,1,2
8.35858,-10.971002,-4.3451223
1.4666988,-3.4106607,17.07418
-11.155513,6.909002,-3.1281216
13.728194,7.825552,-1.9222611
3.1884074,17.434309,1.197263
-13.186166,-6.1839757,4.0206122
-15.243246,-7.420762,3.5472043
-14.668831,-6.8676944,3.832285
-14.668831,-6.8676944,3.832285
-14.668831,-6.8676944,3.832285
-14.668832,-6.867694,3.832285
-14.66883,-6.8676972,3.832286
-14.668831,-6.8676944,3.832285
-15.243246,-7.420762,3.5472043
-15.451691,-7.082819,3.6101913
-15.464405,-7.0234933,4.058356
-15.112351,-7.565412,3.9562716
-15.283391,-7.287119,4.234909
-15.464405,-7.0234933,4.058356
-15.451691,-7.082819,3.6101913
-15.450212,-7.0854316,3.6075919
-15.508952,-6.9897547,3.8684494
-15.112351,-7.565412,3.9562716
-15.303929,-7.256358,4.2341275
-15.464405,-7.0234933,4.058356
-15.273138,-7.3497334,3.5223324
-15.508952,-6.9897547,3.8684494
-15.112351,-7.565412,3.9562716
-15.304474,-7.2555966,4.2339807
-15.304474,-7.2555966,4.2339807
-15.450212,-7.0854316,3.6075919
-15.243246,-7.420762,3.5472043
-15.112351,-7.565412,3.9562716
-15.243246,-7.420762,3.5472043
-15.112351,-7.565412,3.9562716
-15.508952,-6.9897547,3.8684494
-15.112351,-7.565412,3.9562716
-15.243246,-7.420762,3.5472043
-15.112351,-7.565412,3.9562716
-15.464405,-7.0234933,4.058356
-15.304474,-7.2555966,4.2339807
-15.112351,-7.565412,3.9562716
-15.508952,-6.9897547,3.8684494
-15.112351,-7.565412,3.9562716
-15.112351,-7.565412,3.9562716
-15.112351,-7.565412,3.9562716
-15.212939,-7.43511,3.5589335
-15.312375,-7.25436,4.236126
-15.451691,-7.082819,3.6101913
-15.451691,-7.082819,3.6101913
-15.450212,-7.0854316,3.6075919
-15.451691,-7.082819,3.6101913
-15.279505,-7.2936854,4.233378
-15.112351,-7.565412,3.9562716
-15.508952,-6.9897547,3.8684494
-15.464405,-7.0234933,4.058356
-15.273138,-7.3497334,3.5223324
-15.243246,-7.420762,3.5472043
-15.279505,-7.2936854,4.233378
-15.243246,-7.420762,3.5472043
-15.299226,-7.2634897,4.234676
-15.464405,-7.0234933,4.058356
-15.304474,-7.2555966,4.2339807
-15.212939,-7.43511,3.5589335
-14.668831,-6.867695,3.8322852
-14.668831,-6.8676944,3.832285
-13.979022,-6.425717,3.7884603
-13.980196,-6.42365,3.7884653
-13.979022,-6.425717,3.7884603
-13.980196,-6.42365,3.7884653
-13.979022,-6.425717,3.7884603
-13.980196,-6.42365,3.7884653
-13.979022,-6.425717,3.7884603
-13.980197,-6.42365,3.788465
-13.979022,-6.425717,3.7884603
-13.980196,-6.42365,3.7884653
-13.980196,-6.42365,3.7884653
-13.980196,-6.42365,3.7884653
-13.980196,-6.42365,3.7884653
-13.980196,-6.42365,3.7884653
-13.979022,-6.425717,3.7884603
-13.980197,-6.42365,3.788465
-13.980196,-6.42365,3.7884653
-13.980196,-6.42365,3.7884653
-13.980197,-6.42365,3.788465
-13.979022,-6.425717,3.7884603
-13.343882,-5.9374285,4.1061487
-13.186166,-6.1839757,4.0206122
-13.194059,-6.1677012,4.033849
-13.349863,-5.9941964,3.3796153
-13.453042,-5.76707,3.9786325
-13.137157,-6.305595,3.660429
-13.488395,-5.7230177,3.890747
-13.5099535,-5.702436,3.7943366
-13.137157,-6.305595,3.660429
-13.453042,-5.76707,3.9786325
-13.137157,-6.305595,3.660429
-13.349815,-5.9942756,3.3796124
-13.455168,-5.8219876,3.4552367
-13.137157,-6.305595,3.660429
-13.385704,-5.874963,4.084608
-13.481199,-5.7690864,3.5271358
-13.251387,-6.1468525,3.4195573
-13.506808,-5.703377,3.8128238
-13.186166,-6.1839757,4.0206122
-13.441256,-5.7839494,4.0016713
-13.497567,-5.737973,3.5852785
-13.186166,-6.1839757,4.0206122
-13.244126,-6.156925,3.4264245
-13.194059,-6.1677012,4.033849
-13.180736,-6.1926136,4.0110097
-13.252276,-6.1446695,3.4180315
-13.490587,-5.7183814,3.8769648
-13.490587,-5.7183814,3.8769648
-13.255109,-6.1413755,3.4160335
-13.455168,-5.8219876,3.4552367
-13.1847315,-6.18654,4.018204
-13.191034,-6.17279,4.029268
-13.255109,-6.1413755,3.4160335
-13.186166,-6.1839757,4.0206122
-13.137157,-6.305595,3.660429
-13.255109,-6.1413755,3.4160335
-13.497567,-5.737973,3.5852785
-13.373606,-5.8903017,4.090253
-13.373606,-5.8903017,4.090253
-13.481199,-5.7690864,3.5271358
-13.455168,-5.8219876,3.4552367
-13.385704,-5.874963,4.084608
-13.385704,-5.874963,4.084608
-13.506808,-5.703377,3.8128238
-13.481199,-5.7690864,3.5271358
-13.349863,-5.9941964,3.3796153
-13.137157,-6.305595,3.660429
-13.137157,-6.305595,3.660429
-13.349863,-5.9941964,3.3796153
-13.137157,-6.305595,3.660429
-13.481199,-5.7690864,3.5271358
-14.668831,-6.8676944,3.832285
-14.668831,-6.8676944,3.832285
5.460681,16.910595,2.1008441
4.6429586,17.142971,1.9119612
4.6429586,17.142971,1.9119612
4.642959,17.142971,1.9119607
4.6429586,17.142971,1.9119613
4.6429586,17.142971,1.9119612
4.6429586,17.142971,1.9119612
4.642959,17.142971,1.9119607
4.6429586,17.142971,1.9119613
4.6429586,17.142971,1.9119612
4.6429586,17.142971,1.9119612
4.642959,17.142971,1.9119607
4.6429586,17.142971,1.9119612
4.6429586,17.142971,1.9119612
4.6429586,17.142971,1.9119612
4.6429586,17.142971,1.9119613
4.6429586,17.142971,1.9119613
4.6429586,17.142971,1.9119612
5.4479218,16.884558,2.1220298
5.19707,16.889544,2.5352318
5.4968843,17.2788,2.032125
5.2988577,17.527925,2.335481
5.326748,16.78965,2.3139863
5.303213,16.792513,2.3563645
5.197606,16.888903,2.5343044
5.2988577,17.527925,2.335481
5.1240287,17.123857,2.6362443
5.15048,17.326468,2.5901892
5.460681,16.910595,2.1008441
5.15048,17.326468,2.5901892
5.2988577,17.527925,2.335481
5.4968843,17.2788,2.032125
5.383055,17.495544,2.1942585
5.3007455,16.792154,2.3581316
5.4968843,17.2788,2.032125
5.353459,16.798899,2.266217
5.460681,16.910595,2.1008441
5.205489,16.87653,2.5223296
5.460681,16.910595,2.1008441
5.1379447,17.328577,2.5920186
5.1240287,17.123857,2.6362443
5.460681,16.910595,2.1008441
5.19707,16.889544,2.5352318
5.44979,16.889462,2.1198387
5.191345,17.43263,2.5288458
5.158979,17.333473,2.5864847
5.4968843,17.2788,2.032125
5.460681,16.910595,2.1008441
5.197606,16.888903,2.5343044
5.2988577,17.527925,2.335481
5.4968843,17.2788,2.032125
5.1239667,17.093925,2.636964
5.15896,17.333506,2.5865262
5.383055,17.495544,2.1942585
5.4968843,17.2788,2.032125
5.460681,16.910595,2.1008441
5.19707,16.889544,2.5352318
5.383055,17.495544,2.1942585
5.3308387,16.792337,2.3137238
5.383055,17.495544,2.1942585
5.383055,17.495544,2.1942585
5.1600385,16.972532,2.5906394
5.2053895,16.876669,2.5224807
5.383055,17.495544,2.1942585
5.1519623,17.32834,2.587871
5.158979,17.333473,2.5864847
5.4968843,17.2788,2.032125
5.4968843,17.2788,2.032125
5.191345,17.43263,2.5288458
5.1519623,17.32834,2.587871
4.642959,17.142971,1.9119607
4.6429586,17.142971,1.9119612
3.945835,17.12109,1.4813573
3.9458356,17.12109,1.4813572
3.9458356,17.12109,1.4813572
3.945835,17.12109,1.4813573
3.945835,17.12109,1.4813573
3.945835,17.12109,1.4813573
3.945835,17.12109,1.4813573
3.9458356,17.12109,1.4813572
3.945835,17.12109,1.4813573
3.945835,17.12109,1.4813573
3.9458356,17.12109,1.4813572
3.945835,17.12109,1.4813573
3.9458356,17.12109,1.4813572
3.9458356,17.12108,1.4813573
3.9458356,17.12109,1.4813572
3.9458356,17.12109,1.4813572
3.9458356,17.12109,1.4813572
3.945835,17.12109,1.4813573
3.9458356,17.12109,1.4813572
3.945835,17.12109,1.4813573
3.087735,17.189901,1.3490202
3.4249535,16.862694,0.8330457
3.1118731,16.9187,1.3423061
3.2437172,16.74158,1.1353112
3.4347684,16.845592,0.82883584
3.3612976,17.402325,0.90335786
3.2437172,16.74158,1.1353112
3.4565952,17.183586,0.7634555
3.2638004,17.463276,1.0680652
3.4262812,16.86613,0.8306722
3.399561,17.339931,0.8407289
3.1044207,17.279125,1.3227595
3.2124767,16.75654,1.1929401
3.0928411,17.231178,1.3395005
3.2432525,16.743122,1.1347413
3.087735,17.189901,1.3490202
3.237901,17.460014,1.1113034
3.449622,16.96251,0.7829546
3.3403494,17.433182,0.94086516
3.4260778,16.865595,0.8310333
3.3775306,17.38159,0.87760156
3.3612976,17.402325,0.90335786
3.1118731,16.9187,1.3423061
3.399561,17.339931,0.8407289
3.4568856,17.181543,0.7630338
3.0928411,17.231178,1.3395005
3.449622,16.96251,0.7829546
3.1081994,17.295973,1.3190244
3.2432525,16.743122,1.1347413
3.3775306,17.38159,0.87760156
3.4568856,17.181543,0.7630338
3.087735,17.189901,1.3490202
3.087735,17.189901,1.3490202
3.0928411,17.231178,1.3395005
3.237901,17.460014,1.1113034
3.1995065,17.441494,1.1773531
3.1118436,16.918789,1.3423535
3.188542,17.434425,1.197039
3.4093413,17.32262,0.82727104
3.2432525,16.743122,1.1347413
3.3403494,17.433182,0.94086516
3.2437172,16.74158,1.1353112
3.1753836,16.784832,1.2497916
3.0928411,17.231178,1.3395005
3.4249535,16.862694,0.8330457
3.1134577,16.9123,1.3389444
3.2437172,16.74158,1.1353112
3.4586396,17.140852,0.7606068
3.1431684,16.834223,1.2931806
3.4358618,16.849928,0.82739455
3.4262812,16.86613,0.8306722
3.435194,16.84675,0.8280561
-14.668831,-6.8676944,3.832285
-14.668831,-6.8676944,3.832285
-4.348909,-6.4898324,-14.202195
-6.1192694,-5.079124,-15.199971
-5.6610427,-5.681712,-14.785118
-5.661042,-5.6817102,-14.785112
-5.661042,-5.6817102,-14.785112
-5.661042,-5.6817102,-14.785112
-5.6610427,-5.681712,-14.785118
-5.661042,-5.6817102,-14.785112
-5.661042,-5.6817102,-14.785112
-5.661042,-5.6817102,-14.785112
-5.6610427,-5.681712,-14.785118
-5.661042,-5.6817102,-14.785112
-5.661042,-5.6817102,-14.785112
-5.661042,-5.6817102,-14.785112
-5.661042,-5.6817102,-14.785112
-5.661042,-5.6817102,-14.785112
-5.661042,-5.6817102,-14.785112
-6.451855,-5.347398,-14.667933
-6.451855,-5.347398,-14.667933
-6.1192694,-5.079124,-15.199971
-6.4459524,-5.48259,-15.097222
-6.2014503,-5.027964,-14.596813
-6.451855,-5.347398,-14.667933
-6.451855,-5.347398,-14.667933
-6.4459524,-5.48259,-15.097222
-6.4459524,-5.48259,-15.097222
-6.1192694,-5.079124,-15.199971
-6.0910153,-4.9306893,-14.699793
-6.091617,-4.9298162,-14.700669
-6.4459524,-5.48259,-15.097222
-6.1192694,-5.079124,-15.199971
-6.1192694,-5.079124,-15.199971
-6.093662,-4.932295,-14.697899
-6.4459524,-5.48259,-15.097222
-6.451855,-5.347398,-14.667933
-6.451855,-5.347398,-14.667933
-6.1192694,-5.079124,-15.199971
-6.1192694,-5.079124,-15.199971
-6.1192694,-5.079124,-15.199971
-6.093662,-4.932295,-14.697899
-6.1192694,-5.079124,-15.199971
-6.1192694,-5.079124,-15.199971
-6.4459524,-5.48259,-15.097222
-6.2014503,-5.027964,-14.596813
-6.191407,-5.0174065,-14.603644
-6.4459524,-5.48259,-15.097222
-6.4459524,-5.48259,-15.097222
-6.1547413,-4.981488,-14.633882
-6.1192694,-5.079124,-15.199971
-6.451855,-5.347398,-14.667933
-6.451855,-5.347398,-14.667933
-6.4483223,-5.4846473,-15.092077
-6.091617,-4.9298162,-14.700669
-6.1192694,-5.079124,-15.199971
-6.1192694,-5.079124,-15.199971
-6.1192694,-5.079124,-15.199971
-6.1192694,-5.079124,-15.199971
-6.093662,-4.932295,-14.697899
-6.451855,-5.347398,-14.667933
-6.1192694,-5.079124,-15.199971
-6.4459524,-5.48259,-15.097222
-6.451855,-5.347398,-14.667933
-6.451855,-5.347398,-14.667933
-6.191407,-5.0174065,-14.603644
-6.451855,-5.347398,-14.667933
-6.0906773,-4.9304714,-14.700169
-6.1192694,-5.079124,-15.199971
-6.1192694,-5.079124,-15.199971
-6.0910153,-4.9306893,-14.699793
-5.6610427,-5.681712,-14.785118
-5.661042,-5.6817102,-14.785112
-5.039187,-6.193903,-14.63744
-5.0391865,-6.1939006,-14.637439
-5.039187,-6.1939025,-14.63744
-5.0391865,-6.1939006,-14.637439
-5.0391865,-6.1939006,-14.637439
-5.039187,-6.1939025,-14.63744
-5.039187,-6.1939025,-14.63744
-5.039187,-6.193903,-14.63744
-5.039187,-6.193903,-14.63744
-5.039187,-6.1939025,-14.63744
-5.039187,-6.193903,-14.63744
-5.039187,-6.1939025,-14.63744
-5.039187,-6.193903,-14.63744
-5.039187,-6.1939025,-14.63744
-5.039187,-6.193903,-14.63744
-5.039187,-6.193903,-14.63744
-5.039187,-6.1939025,-14.63744
-5.039187,-6.193903,-14.63744
-5.039187,-6.193903,-14.63744
-5.039187,-6.193903,-14.63744
-4.62396,-6.83598,-14.215538
-4.2411156,-6.407464,-14.374037
-4.637664,-6.855008,-14.2348385
-4.204318,-6.4330053,-14.597552
-4.3838873,-6.7243447,-14.84621
-4.6547956,-6.9728613,-14.572934
-4.6547956,-6.9728613,-14.572934
-4.6547956,-6.9728613,-14.572934
-4.284363,-6.4329376,-14.283643
-4.284363,-6.4329376,-14.283643
-4.3846474,-6.7253203,-14.846208
-4.284363,-6.4329376,-14.283643
-4.3838873,-6.7243447,-14.84621
-4.3846474,-6.7253203,-14.846208
-4.633738,-6.8447104,-14.2239895
-4.205312,-6.438916,-14.6141615
-4.6547956,-6.9728613,-14.572934
-4.637664,-6.855008,-14.2348385
-4.471866,-6.624065,-14.137773
-4.6547956,-6.9728613,-14.572934
-4.517809,-6.685885,-14.140701
-4.205312,-6.438916,-14.6141615
-4.284363,-6.4329376,-14.283643
-4.284363,-6.4329376,-14.283643
-4.6547966,-6.972862,-14.572932
-4.614678,-6.9528527,-14.675474
-4.62396,-6.83598,-14.215538
-4.6547956,-6.9728613,-14.572934
-4.3838873,-6.7243447,-14.84621
-4.205311,-6.4389143,-14.614156
-4.377853,-6.716477,-14.846098
-4.62396,-6.83598,-14.215538
-4.205312,-6.438916,-14.6141615
-4.205301,-6.438866,-14.614031
-4.517809,-6.685885,-14.140701
