0,1,2
32.66311,73.469696,-109.65944
26.02284,24.793465,110.20037
-32.505943,-128.4678,-29.302435
31.688208,-48.818775,-116.91324
63.566437,-51.790592,14.964195
37.499584,-6.456226,-76.40011
60.909126,-72.80866,-31.847315
-10.734604,-29.788834,-60.298725
22.54849,-47.4538,-22.173195
85.04797,21.34695,-64.041374
66.84666,-47.91065,-93.18926
-119.615456,-52.269608,-18.42382
74.77528,-78.32725,-92.6609
78.48207,-60.00936,-11.815241
-29.59081,-75.98881,-56.63504
45.415543,-3.0169652,132.40073
-9.348384,-162.13051,22.616652
67.516594,-84.19452,5.100724
12.027629,-25.147951,-38.610123
7.3720875,-56.007263,144.17963
99.88856,-38.860786,-1.0755692
89.09841,-71.10034,-45.132504
85.44787,-90.03885,-20.066158
64.72904,-30.730904,-66.38648
125.86107,-48.06015,-21.166855
40.104706,-20.335846,-51.50939
37.96535,-18.359856,-20.161695
40.16804,-45.556488,-68.98338
43.972866,-45.185307,-40.22213
111.81756,43.360714,-65.75635
-8.352704,-92.694565,-70.99136
85.722015,-52.95113,-68.905556
60.09297,-66.50099,-61.90783
71.23122,-15.120744,-96.3546
91.35088,-117.42812,-37.177776
100.76794,-96.58698,13.504953
87.3895,-108.69607,-75.71129
-71.21441,-70.43164,-79.00949
102.02251,-28.498793,-75.5285
-62.283222,-70.361595,-46.622986
50.871582,12.472531,-53.59842
112.53226,-73.273254,-7.752457
76.82906,-5.0822134,-65.47429
105.51457,-77.60682,-76.41624
104.527916,1.129514,-86.29947
78.13542,-120.47204,0.45345616
95.32132,-63.582558,23.002407
121.50987,-51.116318,-59.70278
116.978035,-86.64049,-40.773342
62.162266,-9.780408,-35.60962
15.963427,-106.115204,28.724644
38.99982,-2.9327037,-109.89693
58.401123,12.822875,-85.66626
42.557976,-96.1407,-47.268524
29.886333,-39.277576,9.092081
14.976399,-79.89537,-89.93215
33.15433,-70.823166,-38.439724
-35.86434,-44.547886,-53.383167
118.82877,-19.219347,-37.848766
9.767826,-20.078423,-99.65009
-108.62817,-54.472923,121.27062
14.672871,-22.904558,-69.30301
15.682866,-49.76893,-87.03131
-13.402228,-78.47292,-98.321144
42.40421,-71.78063,-9.972926
8.741526,-78.45377,-53.170963
9.959003,-75.648964,-23.517563
-3.8219223,-46.30529,-11.221635
56.69582,-106.30265,-22.87573
-11.525487,-92.06357,-35.85199
9.25097,-19.162798,-8.911912
15.514246,-104.94825,-40.27082
97.423515,-45.89103,-33.07439
-34.86035,-56.323177,-25.53723
28.988533,-97.21707,-15.820556
89.401794,-18.404976,-41.644604
-41.17519,-90.438805,-30.262825
70.10504,41.43285,-88.84761
39.90437,-74.715355,19.801975
32.270092,-72.970535,-67.43935
73.609726,-27.757868,-12.730279
51.63025,-96.11382,-78.23743
22.09285,-103.38107,-70.19867
50.49614,-44.383152,-11.826371
15.882783,-49.56318,-52.966545
43.522663,-68.49353,-95.650986
16.161291,-66.22316,3.3660383
-15.262233,-36.453636,-90.74317
-36.73864,-56.58384,-81.24122
14.424559,-133.22693,-57.464855
-42.53134,-91.19023,-87.94221
47.910267,-126.71627,-62.533165
8.740478,-116.39677,-95.79006
43.828197,-106.91651,9.889962
-15.665143,-73.39384,-7.762794
36.192825,-132.27689,-30.559439
-48.109043,-109.34633,-57.616306
0.4857975,-122.917625,-20.16642
-8.88866,-58.29624,-39.224953
-3.9314375,-47.305935,-120.14036
-12.960972,-119.22516,-53.554985
5.79455,-94.65041,3.708104
10.087825,-79.8353,-123.070946
20.163126,2.7043362,-42.746525
37.252613,-100.356186,-108.11132
23.797012,-131.58908,-0.62032247
-23.051262,-119.50316,-85.73798
-35.298615,-60.978107,-114.9307
71.769,-94.25107,-52.445816
70.36787,-43.851505,-40.665154
-30.446865,-53.01297,157.21652
62.32001,53.039856,20.78209
66.83722,65.74855,44.594868
20.414314,53.117104,77.79914
44.2485,85.06155,53.88895
92.97394,26.763954,94.896225
131.21803,15.247442,-49.812466
-52.9919,138.33118,-25.708437
-106.87171,-24.51187,-35.61658
-132.89265,-4.6310387,-83.57493
90.28505,108.15175,18.182528
45.6171,74.69753,84.37103
45.32501,43.02942,92.83498
86.27693,103.44632,57.0625
-76.40611,-35.76984,-52.710358
106.79724,-25.071629,57.298244
3.0657654,60.50284,101.019714
64.8922,29.003845,-121.93115
31.03269,70.72052,-2.5223718
23.711834,32.862507,57.497063
89.64257,48.17949,51.84277
53.693165,116.95574,-14.137056
-5.3410935,110.41666,66.11334
73.73618,-35.045105,55.215847
-107.88957,-39.624805,-71.24112
110.51941,79.27701,64.47611
45.79135,55.31563,61.953705
42.7566,75.78907,24.45244
78.20801,77.88711,11.69229
75.366554,76.26344,70.401924
99.314026,56.819584,84.35802
37.410786,48.535084,35.2715
65.87537,94.47527,34.047207
115.15206,83.68112,11.931382
70.30103,44.349144,76.134514
90.72932,98.25893,-13.539361
21.186836,106.02481,46.947357
17.7502,86.748955,73.07992
26.522903,119.67868,80.67367
13.5373745,86.9401,22.045881
71.07096,67.47579,103.469376
16.01018,119.46701,11.411764
17.954073,68.17877,48.193485
42.099636,107.209305,21.83615
24.882322,98.81725,-9.747654
-9.693017,92.60719,94.38743
25.483889,89.355865,105.05667
49.688168,117.07656,55.937504
61.206913,104.067894,82.5768
-8.519946,83.529854,46.42203
61.673267,131.41032,11.138577
66.6495,36.66211,118.364296
-8.626363,61.6027,68.96827
31.151375,138.72293,36.595222
74.08009,131.1802,41.08604
51.566723,96.390976,-37.790855
59.634617,-7.5346885,64.412415
