0,1,2
-83.04395,-17.594189,32.844913
16.492605,31.070076,-15.522561
24.260262,38.081566,-73.85446
-63.28119,-11.620113,1.3653497
23.673681,55.85216,18.496431
-31.664454,-68.47769,37.448997
-82.905045,-37.197887,-9.348341
-50.033627,-60.228737,24.077005
-24.050016,32.259407,-39.54783
-28.610262,7.143594,-4.98395
18.551786,-21.756094,56.480335
29.640032,-15.294543,-35.271534
-7.515159,0.081936054,29.457645
52.21143,27.464018,-21.388756
-45.7444,5.717899,-23.622759
-1.8473121,21.11489,-29.216347
-0.071821935,-79.772415,-22.969784
3.1858788,40.097374,-14.053355
-62.987602,33.909058,-56.1242
9.179923,-11.372775,-57.937996
-46.419292,34.821503,56.11975
-49.68849,37.972366,35.806927
39.61267,61.710014,53.65894
-12.761184,61.86615,65.72025
20.22273,-17.57795,76.03747
-24.335663,49.24952,-62.435276
46.86596,-6.696228,9.854264
34.586834,-8.993572,-2.162277
-67.866776,40.953445,37.52061
51.88562,-31.329807,-10.367824
-2.898118,-0.3745303,-22.612394
-0.89058,-60.391655,-10.220911
-66.77448,41.442577,5.3860183
67.87154,-20.218079,-45.667015
-1.9425393,-10.525709,17.173298
-5.5791817,-32.07095,-20.839327
70.291306,48.7564,22.97743
14.799865,-51.198772,-2.952253
-33.06945,7.7993083,-23.78588
22.759737,-65.23398,-31.737907
32.92374,69.40595,-11.068964
47.999252,-11.077701,17.323557
28.468529,-7.5967484,21.745493
40.024754,22.358356,10.982653
31.744415,-4.0903516,-51.872753
6.723432,-9.298189,59.47581
-65.24959,13.966945,-7.9348817
8.592871,82.751755,-25.718027
81.19446,20.375734,10.061447
-9.209623,-6.1070848,-49.48458
49.242893,9.50336,-6.1350875
37.912647,39.67925,7.5604825
-18.313723,-11.872158,-19.679327
-29.623308,-6.027758,-0.67263323
-75.974655,-48.381714,-9.413074
37.25234,-70.04986,40.701817
-52.90722,-32.680035,35.626926
-5.4950833,7.7182894,-72.78919
61.32673,-30.486893,58.723907
39.302765,-32.00836,-45.855705
2.5409477,47.850002,-6.097568
23.486027,-42.168972,24.2876
-16.519575,68.28209,-22.018194
6.6634693,64.78873,27.679071
-49.92752,-0.9231455,-76.49479
-7.7226105,-29.122923,-8.45886
-8.211183,40.91053,8.063247
-6.1190066,14.005329,-6.645774
-31.364803,86.87354,-10.257914
-54.163326,-37.476845,11.915035
-18.84982,-34.45167,20.383108
42.89576,8.049192,20.68078
-29.259254,50.34613,-63.545776
8.613123,35.25254,40.79852
-58.985188,45.815845,33.88626
-75.32509,38.707108,-33.27607
-4.981221,-15.017698,54.07828
25.664417,-8.829403,78.72513
-30.900742,-32.434914,45.167873
7.3483243,-44.770473,-36.794422
-27.354763,-67.312485,-9.70146
-44.258614,12.028118,-79.22829
-13.713571,83.35961,-33.19327
4.045376,-45.561653,10.486475
-26.170143,-57.407806,-6.8183994
-0.8716293,-27.709526,63.98438
42.042423,-46.591698,-64.61474
-73.02917,21.175053,6.386002
-13.834251,-3.8021557,-3.2325308
-62.835754,18.377033,23.688526
75.14732,35.359154,36.588436
-21.78717,15.987099,24.792137
-33.073162,-1.1543248,39.413155
45.828144,-41.50567,37.603123
57.76587,17.833729,48.478905
-39.853527,-70.72645,-10.55209
-7.613772,57.347103,-69.86478
64.140366,45.599014,3.6313567
29.67231,-25.311317,41.788692
37.13843,11.235433,83.524734
-21.364565,-7.216329,14.597991
34.338444,-21.915462,16.378912
-13.756666,-17.230164,-25.07246
-6.058839,55.888496,-22.459723
-30.388748,-19.317892,-83.90433
-9.360877,-40.17048,48.54871
-45.192665,-61.918037,-27.493418
-23.960035,-14.099959,-7.4756346
29.416964,23.356644,0.6922747
17.19098,-21.51193,-8.694711
38.07727,-21.406582,62.349796
22.06598,-38.24312,-26.064247
1.0035383,29.275326,17.594025
-38.950985,61.816723,24.926937
31.761282,-7.315018,-46.28937
21.902355,10.019747,-63.9384
-7.9372873,35.346283,-27.230108
-29.584944,-50.61352,-20.387888
-2.5665917,10.325019,-9.290092
5.378451,-32.71078,-47.193867
11.387077,-0.6458208,24.338783
-14.47057,72.20139,-42.14519
-4.543993,-56.53328,-18.009624
-27.221682,33.67119,1.273907
-8.269605,50.775143,11.246236
-32.95831,-45.25143,-70.798645
-33.036892,-33.217346,-5.0607224
-11.1801605,-3.5331724,-29.904816
30.919882,19.540964,-49.62688
-2.0203226,9.979534,-38.821037
-61.6599,46.848892,19.264727
-46.35155,7.0579314,45.99957
12.710916,-52.598885,-12.613308
-42.491505,-52.782192,-29.650177
16.292652,75.58938,15.586859
46.87216,29.179193,-9.884297
35.844948,-6.6016,84.012085
17.42139,-7.6323543,-63.74207
48.68174,34.5313,16.018175
-53.32244,-52.150745,5.2333393
50.0252,-24.126245,61.167553
4.5912576,-19.202488,-23.51752
12.519431,10.801103,-1.0151399
-2.6884205,25.807215,-0.9605917
43.425453,-22.656214,-0.7421814
5.778763,6.742135,31.767021
-28.15881,-37.56205,-21.488197
-69.11836,8.067066,-40.88925
81.300865,-0.4962947,19.744957
-57.960613,-28.674133,-1.2288963
29.087269,54.756382,-26.12009
22.302172,-9.656914,0.38947082
-47.725937,24.215172,76.444725
29.679094,-34.440414,77.33933
-27.381517,64.06203,-58.204094
4.175138,-74.681046,-14.439582
-46.28985,-50.234528,-62.108944
-25.82448,-45.244633,-45.297077
