0,1,2
15.654532,28.20868,-6.6135764
-5.2105255,57.183083,-15.244234
-2.3981822,-46.308002,42.10211
20.07344,17.654558,-47.612133
-50.349827,13.2820635,11.004598
-6.04045,6.993217,-13.806793
18.144262,11.2585335,-49.206726
33.60697,-25.787195,-56.750496
42.749012,-56.3224,1.152902
-39.692123,-27.64155,-76.055374
56.629,-42.5405,31.350986
57.375874,-55.60349,-20.713001
25.828657,11.038343,-0.75634825
77.67853,7.798178,-34.737614
41.697453,-14.110738,-9.272689
-10.783851,-0.6167171,-10.749132
-23.574945,-15.989203,14.413945
18.446995,23.150932,-21.4526
-34.31212,-10.270545,-2.89503
-51.539616,54.818394,35.49159
-1.8089814,-13.403624,20.379513
-0.13774908,-16.145632,5.626269
11.561136,-18.081608,-34.492554
9.497999,45.225,-54.130524
-28.122705,31.0564,-15.320105
60.451862,36.10869,-7.6165886
-25.851288,22.025976,1.4969958
-11.509095,32.9685,-24.774885
-7.149666,-40.07868,30.78181
-53.795822,6.7747064,-18.173748
-70.684044,-45.167168,-26.847015
-67.10412,-33.433895,-22.929737
-4.428547,-30.625265,-42.931313
56.045322,-28.83241,38.495632
31.393074,-4.281349,-27.416008
-19.636002,-23.34393,17.514286
-23.966051,3.530523,41.954514
-24.128641,-28.583015,28.551674
-2.458341,6.287864,-47.720608
40.913677,-13.466822,-37.73583
-19.824448,-53.47777,28.855082
72.297615,-29.35303,16.153381
21.174013,-30.663622,25.50337
-35.107475,-77.67878,29.047455
-3.060132,-36.792847,-24.154663
12.258127,-3.4184928,-51.54548
5.289732,14.906257,55.15116
24.785078,87.084496,5.803858
-9.249267,11.680569,31.59564
29.106884,21.434982,-30.597097
77.06239,2.4694192,-5.434461
14.208778,-37.325268,76.32738
26.92626,10.625108,-53.65561
72.24788,26.196428,18.354153
20.727364,23.652433,-28.516973
27.241222,58.46065,-18.810781
27.292744,27.561419,51.240067
71.11593,48.504185,-0.21262974
-42.313423,-68.78961,4.7958903
-53.625015,7.5415525,-11.668937
12.4641695,-5.6676884,5.892524
-74.8389,40.07334,29.86789
23.830456,-14.73215,42.256264
-10.994736,-78.17276,42.758892
-35.847385,18.118885,3.0318615
-17.66412,26.4914,-44.31699
7.3466434,18.71776,45.709194
-35.80687,8.6437435,3.2203147
-20.907953,5.7680874,-9.527659
11.596055,-43.874256,-15.713502
-0.79857326,-61.496845,13.371952
35.709866,-43.590965,17.35219
8.013426,-35.11708,-2.2859335
-54.54536,54.76105,6.411841
53.646446,63.100037,-23.895046
-5.3463855,39.001045,-38.125114
-78.31587,-30.316082,19.913727
39.589127,-46.071705,-16.062632
59.642685,17.250292,0.94826925
-65.44897,9.969592,56.097885
65.334465,48.911137,-35.063515
34.71479,-54.309914,60.480957
-32.804535,18.009932,-25.113693
-24.84176,16.047327,-3.425153
-6.3901,33.08261,20.173378
-37.281418,59.234207,0.23284315
29.48238,61.08595,25.248154
29.976974,5.185873,-46.4882
-19.766697,56.10833,-34.461746
-18.56789,84.15937,8.370003
15.0195,-10.12808,-22.334648
-12.674738,-12.108285,15.945763
32.575485,6.114732,67.34238
-85.22074,21.940434,-2.0580218
26.609005,26.986544,-7.921386
4.6521955,20.95841,-32.757175
-52.23781,-50.545155,-12.204383
-22.619635,45.16551,-33.29158
-19.686306,27.957623,-16.072975
-56.306126,-12.843174,-23.82182
-23.759754,-20.351038,50.3354
-15.719684,40.337276,-24.77522
-6.0153103,32.578987,47.68922
-35.497852,24.555954,-77.62807
29.95661,20.717619,6.7889447
7.703889,-3.0090752,-50.345646
30.007883,-32.80972,-38.942493
10.576374,25.055662,-49.965305
5.6985974,-24.874298,-16.170956
28.606316,-1.8718944,62.34921
56.40174,30.801931,-12.313086
30.958664,-56.214184,30.419264
4.7406254,-16.504967,-31.192562
2.9361424,-30.805264,2.922105
-35.188015,-20.62316,1.6946036
-32.835983,22.397255,58.48862
24.613605,-19.496008,70.086945
-42.283978,-11.116118,-1.9110212
22.442713,-50.634293,-55.477596
17.028997,-38.51633,-26.590332
-85.209785,0.9394402,18.903091
20.807758,-30.763899,-23.883802
-69.45978,53.24594,20.092373
-33.37581,1.4558917,-20.024225
39.851833,-68.026054,12.646703
12.892567,6.3234186,9.268166
14.318533,13.830911,49.60515
-5.3059473,-37.855,19.156305
-31.378473,-9.474896,4.5571427
-19.368237,-2.18922,-11.75294
74.544785,-15.988831,-13.408385
13.882099,-25.328882,-43.394814
9.102269,4.1662087,-0.42869818
7.86147,-19.482645,8.053105
7.7118945,-66.415344,-50.64613
-14.168489,-29.849579,-12.885382
25.397219,27.399502,-36.113895
13.141986,12.477538,27.233496
68.48919,2.0264184,20.450207
-5.925676,17.931534,-13.464085
28.60304,76.90366,-25.490177
13.14448,20.043446,-30.63431
39.30637,-18.04001,25.89745
40.054974,21.959465,-40.496544
-72.94444,51.16087,-1.9138587
48.53907,57.95556,28.98473
1.7777866,48.475853,-26.667242
-24.493586,-34.761288,-47.7168
-33.182842,-6.6226115,24.829588
52.07329,-31.591345,12.9367695
31.013548,6.756431,32.530178
-63.941517,-12.685528,1.570082
31.750298,30.692703,27.120264
-51.464104,30.703861,42.522198
53.429157,44.70737,41.366287
-12.499432,-55.629047,22.93386
37.67575,-26.747274,38.218548
5.670767,77.14893,1.7010597
-16.215326,-47.54334,23.685364
-50.520008,38.52008,-18.987757
-24.890152,28.473358,56.00074
40.742653,-42.952637,-45.385475
15.857519,8.625022,-35.797226
1.5358268,0.5019921,74.224846
64.46,38.916775,-30.745926
-55.851246,-34.510715,17.79337
-3.4105802,27.29784,31.014069
80.01602,7.7319913,12.731787
-11.127117,-7.2236357,-56.47579
43.00938,-12.563745,34.397953
4.33301,16.364294,-16.977558
-17.663216,-9.135333,-72.571144
30.18757,-71.51086,-23.476465
-48.89886,14.053096,-55.763966
19.195192,-1.9737599,46.370617
-1.8514022,35.650448,-8.132932
-18.45406,-51.068718,39.225853
13.903862,-1.9796225,-20.780766
-56.4709,-50.169846,-45.603592
62.28481,-19.477596,-13.373787
-58.792854,-32.19886,-13.410586
2.0469823,-8.195686,40.870808
-24.544249,25.164587,33.738197
36.761776,75.84198,-34.820446
75.690636,-43.860367,-22.064978
18.854527,-7.051898,36.29372
83.154434,-1.7956326,35.188847
-7.6926894,-7.7823315,-12.306858
21.473774,-23.986603,-58.26264
24.248156,-33.733337,-11.800089
73.67756,-24.349352,-44.361423
-15.360339,15.360312,-32.846165
-57.61115,-3.3791125,36.763367
-13.885251,-34.17414,27.340315
-53.531555,2.6675975,-73.62597
-4.764808,-31.597235,2.1996799
-55.9099,-0.011365732,-29.446318
54.794724,40.37028,-27.965626
51.05421,45.35434,4.2860093
-0.87366354,-22.093182,-10.283674
-18.260967,0.55569214,8.082033
-37.992176,25.006546,-42.79131
41.73716,-35.966763,22.065432
18.625137,48.243153,62.789326
-23.867174,7.9500594,-40.808838
-67.627464,21.303299,39.98435
-12.837337,8.063901,-51.44132
6.1864147,-50.76512,-40.99463
-8.297339,-15.55462,-16.27173
2.8547924,-39.42772,5.5190506
