RNA,protein,label
0,15,1
0,20,1
1,5,1
1,15,1
1,20,1
1,21,1
1,23,1
2,1,1
2,5,1
2,14,1
2,15,1
2,17,1
2,19,1
2,22,1
3,15,1
3,20,1
4,9,1
4,20,1
4,26,1
5,1,1
5,5,1
5,14,1
5,15,1
5,17,1
5,19,1
5,21,1
5,22,1
5,23,1
6,7,1
6,15,1
7,7,1
7,15,1
7,19,1
8,13,1
8,16,1
9,12,1
9,15,1
10,1,1
10,2,1
10,14,1
10,17,1
10,22,1
11,5,1
11,21,1
12,5,1
12,15,1
12,21,1
12,23,1
12,26,1
13,5,1
13,15,1
13,21,1
13,23,1
14,1,1
14,2,1
14,5,1
14,13,1
14,14,1
14,15,1
14,16,1
14,17,1
14,21,1
14,22,1
14,23,1
14,26,1
15,7,1
15,15,1
16,2,1
16,15,1
16,26,1
17,0,1
17,7,1
17,15,1
17,20,1
18,15,1
18,22,1
19,5,1
19,15,1
19,20,1
19,25,1
20,21,1
20,23,1
21,15,1
21,21,1
22,9,1
22,26,1
23,2,1
23,26,1
24,5,1
24,12,1
24,20,1
24,25,1
25,9,1
25,15,1
26,9,1
26,15,1
27,0,1
27,1,1
27,2,1
27,5,1
27,7,1
27,9,1
27,14,1
27,15,1
27,17,1
27,20,1
27,22,1
27,23,1
27,25,1
27,26,1
28,5,1
28,15,1
29,9,1
29,26,1
30,2,1
30,15,1
31,7,1
31,20,1
32,0,1
32,15,1
32,20,1
33,15,1
33,21,1
33,22,1
33,23,1
34,0,1
34,5,1
34,15,1
34,20,1
34,21,1
34,23,1
34,26,1
35,5,1
35,15,1
36,0,1
36,5,1
36,7,1
36,15,1
36,20,1
36,21,1
36,25,1
37,5,1
37,7,1
37,23,1
38,5,1
38,23,1
39,15,1
39,20,1
40,2,1
40,26,1
41,5,1
41,21,1
41,23,1
42,1,1
42,7,1
42,14,1
42,17,1
42,19,1
42,21,1
42,22,1
43,9,1
43,15,1
43,26,1
44,9,1
44,20,1
45,15,1
45,26,1
46,15,1
46,26,1
47,7,1
47,9,1
48,1,1
48,2,1
48,7,1
48,14,1
48,15,1
48,17,1
48,20,1
48,22,1
49,2,1
49,9,1
49,13,1
49,15,1
49,16,1
49,20,1
49,23,1
49,25,1
49,26,1
50,0,1
50,5,1
50,9,1
50,12,1
50,13,1
50,16,1
50,19,1
50,21,1
50,23,1
50,25,1
50,26,1
51,5,1
51,25,1
52,0,1
52,1,1
52,5,1
52,13,1
52,14,1
52,15,1
52,16,1
52,17,1
52,19,1
52,20,1
52,21,1
