0,258,23,1
1,833,21,1
2,430,26,-1
3,724,20,-1
4,502,1,-1
5,297,4,-1
6,14,2,1
7,918,14,1
8,747,19,-1
9,271,15,1
10,347,25,1
11,73,9,1
12,291,21,1
13,760,12,-1
14,890,5,1
15,112,14,-1
16,31,11,-1
17,266,7,-1
18,726,23,1
19,209,2,1
20,249,14,1
21,589,23,1
22,135,15,1
23,31,20,1
24,594,8,-1
25,647,9,1
26,561,25,1
27,907,20,1
28,551,5,1
29,689,21,1
30,128,25,1
31,74,16,1
32,301,6,-1
33,625,7,1
34,842,19,-1
35,23,8,-1
36,669,1,-1
37,950,8,-1
38,616,14,-1
39,608,20,1
40,389,7,1
41,118,15,1
42,494,13,-1
43,68,21,1
44,517,15,1
45,682,18,-1
46,150,26,-1
47,537,4,-1
48,979,15,1
49,433,6,-1
50,827,5,1
51,858,5,1
52,952,7,1
53,475,26,1
54,194,16,-1
55,68,22,1
56,172,26,1
57,332,6,-1
58,455,20,1
59,691,0,1
60,739,22,-1
61,252,6,-1
62,414,22,-1
63,91,7,-1
64,454,19,-1
65,82,23,1
66,233,17,1
67,35,25,-1
68,258,21,1
69,808,10,-1
70,533,12,-1
71,974,4,-1
72,600,16,-1
73,598,21,1
74,663,15,1
75,238,4,-1
76,560,11,-1
77,241,21,1
78,717,26,1
79,71,0,-1
80,902,7,1
81,769,11,-1
82,434,17,1
83,555,16,-1
84,317,2,1
85,910,1,1
86,861,8,-1
87,910,21,1
88,834,0,-1
89,269,9,1
90,930,0,-1
91,294,19,1
92,301,11,-1
93,731,15,-1
94,280,20,1
95,540,4,-1
96,788,25,1
97,628,15,1
98,63,25,-1
99,357,5,1
100,47,20,-1
101,206,3,-1
102,674,4,-1
103,567,2,1
104,256,23,1
105,332,7,-1
106,242,16,-1
107,916,20,1
108,408,13,-1
109,130,21,1
110,159,23,1
111,408,21,-1
112,840,3,-1
113,42,22,1
114,115,15,-1
115,494,25,-1
116,721,15,1
117,858,20,1
118,8,8,-1
119,617,23,-1
120,26,4,-1
121,339,25,-1
122,210,5,1
123,708,22,1
124,698,23,1
125,690,23,1
126,323,16,-1
127,878,9,1
128,156,24,-1
129,82,25,1
130,67,22,-1
131,55,7,1
132,886,8,-1
133,495,14,-1
134,71,8,-1
135,805,19,1
136,434,20,1
137,640,19,1
138,719,11,-1
139,642,15,1
140,9,15,1
141,660,22,-1
142,23,20,-1
143,798,15,-1
144,553,23,1
145,492,5,1
146,755,13,-1
147,179,12,1
148,372,16,-1
149,389,5,1
150,251,23,1
151,495,20,-1
152,177,24,-1
153,284,1,-1
154,789,5,1
155,583,3,-1
156,558,2,1
157,58,7,1
158,584,5,1
159,793,20,1
160,645,13,-1
161,413,23,-1
162,117,23,1
163,871,15,1
164,105,7,1
