0,439,21,1
1,893,15,1
2,426,5,1
3,962,22,1
4,208,4,-1
5,407,6,-1
6,541,21,1
7,27,22,1
8,635,15,1
9,174,15,1
10,176,3,-1
11,580,15,1
12,398,22,-1
13,315,20,1
14,271,20,1
15,956,14,1
16,505,0,-1
17,581,22,1
18,137,26,-1
19,925,5,1
20,886,25,1
21,488,23,1
22,509,5,1
23,578,23,1
24,5,15,1
25,453,16,-1
26,368,15,1
27,960,24,-1
28,231,5,1
29,318,11,-1
30,624,11,-1
31,969,26,1
32,652,19,1
33,557,25,-1
34,302,26,-1
35,65,20,1
36,416,15,1
37,68,11,-1
38,977,5,1
39,961,5,1
40,118,26,1
41,756,9,1
42,746,21,1
43,773,21,-1
44,739,26,1
45,595,14,-1
46,308,1,1
47,493,0,-1
48,480,25,1
49,234,9,-1
50,223,26,1
51,749,0,-1
52,566,21,1
53,288,5,1
54,703,17,-1
55,908,20,1
56,521,7,-1
57,344,18,-1
58,84,15,1
59,372,24,-1
60,353,0,-1
61,515,21,1
62,222,9,-1
63,382,15,1
64,55,11,-1
65,259,26,-1
66,408,10,-1
67,645,3,-1
68,672,7,1
69,561,22,-1
70,364,22,1
71,363,13,-1
72,867,0,-1
73,554,23,-1
74,74,16,1
75,28,5,1
76,144,5,-1
77,656,6,-1
78,246,6,-1
79,244,1,-1
80,163,14,-1
81,13,12,-1
82,805,17,1
83,880,24,-1
84,857,19,1
85,604,23,1
86,611,26,1
87,873,16,-1
88,222,21,1
89,812,20,1
90,698,12,-1
91,427,16,1
92,432,26,-1
93,908,24,-1
94,54,24,-1
95,73,10,1
96,449,22,1
97,73,5,1
98,323,24,-1
99,457,26,-1
100,775,14,-1
101,412,14,1
102,753,9,-1
103,496,20,1
104,722,4,-1
105,829,14,-1
106,464,5,1
107,758,7,1
108,73,1,1
109,741,25,1
110,157,22,1
111,758,20,1
112,930,25,-1
113,889,21,1
114,116,5,1
115,706,20,1
116,862,14,-1
117,827,1,1
118,775,26,-1
119,585,5,1
120,506,25,-1
121,465,26,1
122,843,17,-1
