pred,label
0.83910954,1
0.3325801,-1
0.16119947,-1
0.106849544,-1
0.89258283,1
0.051446762,-1
0.93193054,1
0.87900686,1
0.040248737,-1
0.90639335,1
0.04290545,-1
0.39857715,-1
0.893101,1
0.8932233,1
0.8301721,1
0.5406833,-1
0.053963095,-1
0.046404447,-1
0.04690282,-1
0.89057326,1
0.40048793,-1
0.37014857,-1
0.7739014,1
0.04826403,-1
0.28661874,-1
0.93212813,1
0.09832419,-1
0.5876696,1
0.5081125,-1
0.47421506,-1
0.049548082,-1
0.048149444,-1
0.3715072,-1
0.04853217,-1
0.8793915,1
0.8307144,1
0.04833388,-1
0.047170885,-1
0.90261173,1
0.88180035,1
0.84299976,1
0.7545774,1
0.094851114,-1
0.09855164,-1
0.6083378,1
0.9005878,1
0.88849854,1
0.5714098,-1
0.12690666,-1
0.91870326,1
0.044268914,-1
0.93029773,1
0.82876956,1
0.10626316,-1
0.05080953,-1
0.0531961,-1
0.49710247,-1
0.8885647,1
0.15900712,-1
0.5772773,1
0.04701041,-1
0.9078151,1
0.8877005,1
0.89075255,1
0.03768103,-1
0.82665646,1
0.8325487,1
0.81829315,1
0.9193961,1
0.5635451,-1
0.03971745,-1
0.74138737,1
0.050537642,-1
0.6749696,1
0.88519996,1
0.1369659,-1
0.0500613,-1
0.044378057,-1
0.33332065,-1
0.040235266,-1
0.05023734,-1
0.04184364,-1
0.68874556,1
0.88335985,1
0.7587813,1
0.050454978,-1
0.92504424,1
0.8234653,1
0.83654577,1
0.042729653,-1
0.48128936,1
0.93501824,1
0.82961106,1
0.5091117,-1
0.9004713,1
0.8757551,1
0.32092246,-1
0.048908874,-1
0.16994134,-1
0.04363328,-1
0.61159575,1
0.8790227,1
0.29446992,-1
0.15480877,-1
0.045403663,-1
0.88183963,1
0.108897604,-1
0.8490737,1
0.8938062,1
0.39727247,-1
0.89899707,1
0.10736118,-1
0.7510178,1
0.8779756,1
0.90022385,1
0.13170873,-1
0.045223337,-1
0.8871366,1
0.5728973,1
0.90480626,1
0.10138997,-1
0.90824115,1
0.9125123,1
0.49680808,-1
0.3178916,-1
0.04724467,-1
0.047614537,-1
0.6582531,-1
0.042182893,-1
0.31689402,-1
0.39235312,-1
0.823045,1
0.8961101,1
0.8286682,1
0.8294369,1
0.12161304,-1
0.046213392,-1
0.39253327,-1
0.8992113,1
0.04610786,-1
0.040364366,-1
0.9263548,1
0.04698412,-1
0.9118439,1
0.46128255,-1
0.44930395,-1
0.8909471,1
0.15161751,-1
0.044910915,-1
0.9361268,1
0.28723037,-1
0.8968592,1
0.046763584,-1
0.89763516,1
0.90325785,1
0.6629964,-1
0.58517104,-1
0.320513,-1
0.039306495,-1
0.8910223,1
0.045155182,-1
0.04613135,-1
0.8251013,1
0.32836172,-1
0.15439644,-1
0.1102503,-1
0.2791207,-1
0.03569186,-1
0.33796644,-1
0.34014696,-1
0.6988314,1
0.9067988,1
0.1019699,-1
0.87851506,1
0.041398484,-1
0.9099297,1
0.9148015,1
0.04325723,-1
0.15397736,-1
0.5841221,-1
0.8879175,1
0.4501555,-1
0.8880845,1
0.666601,1
0.33689034,-1
0.9385646,1
0.04829154,-1
0.6153987,1
0.8971492,1
0.053847697,-1
0.8813405,1
0.8904597,1
0.04423928,-1
0.43673274,-1
0.10881825,-1
0.8601867,1
0.32758272,-1
0.3172686,-1
0.1576375,-1
0.8437828,1
0.8313094,1
0.83994466,1
0.9129093,1
0.7636763,1
0.93105924,1
0.8283556,1
0.8863986,1
0.0510931,-1
0.89910555,1
0.12786588,-1
0.673394,1
0.045911223,-1
0.8380703,1
0.3517144,-1
0.04185108,-1
0.6538832,1
0.10215491,-1
0.43071637,-1
