RNA,protein,label
183,32,-1
253,834,-1
121,212,-1
183,212,-1
253,184,-1
253,1394,-1
195,32,-1
195,1100,-1
45,404,-1
45,1394,-1
253,32,-1
183,184,-1
45,184,-1
121,184,-1
269,71,-1
137,1010,-1
16,1291,-1
269,1185,-1
12,304,-1
313,1007,-1
321,954,-1
13,212,-1
220,891,-1
234,212,-1
241,1096,-1
293,834,-1
269,265,-1
319,755,-1
269,885,-1
293,212,-1
185,722,-1
234,394,-1
244,32,-1
185,365,-1
205,184,-1
234,1291,-1
137,413,-1
269,394,-1
176,1010,-1
185,976,-1
27,184,-1
286,1084,-1
319,878,-1
97,32,-1
269,103,-1
304,1043,-1
269,950,-1
24,212,-1
220,178,-1
165,405,-1
284,32,-1
321,230,-1
139,1010,-1
209,32,-1
126,1100,-1
245,32,-1
234,769,-1
97,212,-1
269,320,-1
185,394,-1
269,458,-1
293,616,-1
226,32,-1
12,249,-1
220,878,-1
185,490,-1
130,32,-1
286,834,-1
14,217,-1
166,184,-1
137,637,-1
290,32,-1
269,598,-1
247,184,-1
185,878,-1
185,1280,-1
185,954,-1
269,1369,-1
241,681,-1
286,537,-1
239,1394,-1
319,537,-1
185,607,-1
12,549,-1
36,404,-1
269,637,-1
176,1443,-1
185,1262,-1
78,32,-1
269,1096,-1
276,1322,-1
185,32,-1
269,913,-1
165,907,-1
24,1100,-1
249,184,-1
137,950,-1
234,404,-1
319,898,-1
304,755,-1
269,540,-1
321,437,-1
22,32,-1
220,894,-1
269,1261,-1
269,616,-1
269,911,-1
317,32,-1
21,32,-1
304,1240,-1
220,1306,-1
269,257,-1
137,1084,-1
293,1317,-1
267,900,-1
269,961,-1
12,0,-1
269,67,-1
257,212,-1
12,861,-1
12,201,-1
269,1031,-1
321,212,-1
304,864,-1
269,1145,-1
269,1087,-1
37,32,-1
214,32,-1
269,587,-1
269,404,-1
304,912,-1
136,972,-1
319,671,-1
269,1189,-1
99,32,-1
185,1305,-1
304,134,-1
304,249,-1
269,486,-1
269,338,-1
269,251,-1
269,1269,-1
269,866,-1
269,585,-1
304,880,-1
236,212,-1
306,212,-1
185,323,-1
304,1394,-1
320,834,-1
269,1073,-1
269,336,-1
176,1084,-1
293,907,-1
261,1291,-1
137,1064,-1
234,476,-1
12,1085,-1
82,72,-1
239,950,-1
101,1394,-1
52,1394,-1
269,365,-1
97,17,-1
243,1100,-1
239,938,-1
12,247,-1
304,1085,-1
224,184,-1
304,810,-1
269,1210,-1
312,1262,-1
191,517,-1
64,1084,-1
90,972,-1
125,476,-1
86,405,-1
83,1010,-1
86,990,-1
229,1394,-1
90,1306,-1
299,1333,-1
316,912,-1
125,1084,-1
33,32,-1
307,32,-1
273,972,-1
25,1010,-1
86,1327,-1
229,1113,-1
156,722,-1
2,972,-1
125,32,-1
50,1348,-1
0,184,-1
71,1265,-1
4,861,-1
127,938,-1
61,950,-1
54,17,-1
114,212,-1
115,1291,-1
255,881,-1
83,212,-1
62,32,-1
76,32,-1
190,1333,-1
4,907,-1
15,1084,-1
125,182,-1
299,616,-1
105,1251,-1
229,1204,-1
294,1007,-1
4,891,-1
42,184,-1
64,182,-1
125,283,-1
229,1096,-1
125,672,-1
4,586,-1
86,517,-1
86,1028,-1
86,1010,-1
312,907,-1
65,878,-1
223,212,-1
64,413,-1
64,684,-1
212,1217,-1
54,1428,-1
120,212,-1
125,1174,-1
294,671,-1
125,1021,-1
50,184,-1
81,755,-1
62,834,-1
86,212,-1
294,718,-1
86,475,-1
207,972,-1
1,1291,-1
25,419,-1
255,1010,-1
86,1084,-1
217,131,-1
294,1394,-1
125,640,-1
208,32,-1
86,1367,-1
86,257,-1
71,1317,-1
86,362,-1
229,335,-1
255,184,-1
86,691,-1
61,1394,-1
316,316,-1
86,336,-1
217,891,-1
64,1069,-1
294,131,-1
86,1247,-1
71,1348,-1
187,1023,-1
268,459,-1
20,950,-1
86,1082,-1
64,609,-1
86,1395,-1
64,1262,-1
4,251,-1
64,295,-1
294,178,-1
95,32,-1
60,834,-1
70,184,-1
1,32,-1
81,1100,-1
54,881,-1
125,74,-1
255,224,-1
86,836,-1
294,1399,-1
255,71,-1
2,32,-1
232,184,-1
31,976,-1
86,83,-1
217,1252,-1
81,1428,-1
100,950,-1
71,295,-1
56,950,-1
294,394,-1
187,283,-1
303,950,-1
294,1069,-1
238,184,-1
294,609,-1
87,1100,-1
86,547,-1
312,0,-1
86,128,-1
90,17,-1
77,190,-1
86,1441,-1
206,32,-1
294,224,-1
64,350,-1
83,1291,-1
86,1088,-1
161,32,-1
294,440,-1
250,459,-1
64,440,-1
86,80,-1
187,182,-1
81,394,-1
187,1100,-1
65,950,-1
86,1310,-1
87,1252,-1
212,512,-1
62,1010,-1
125,304,-1
191,454,-1
316,861,-1
229,961,-1
40,834,-1
187,459,-1
86,1252,-1
294,204,-1
86,621,-1
316,954,-1
4,1333,-1
86,954,-1
229,1262,-1
25,900,-1
61,193,-1
4,83,-1
294,1099,-1
25,834,-1
3,212,-1
25,405,-1
125,1190,-1
86,438,-1
324,1010,-1
90,1317,-1
316,755,-1
273,1394,-1
89,184,-1
169,1262,-1
158,212,-1
316,494,-1
64,1436,-1
208,938,-1
316,72,-1
255,1084,-1
294,1162,-1
90,1097,-1
255,1064,-1
47,1084,-1
86,961,-1
228,950,-1
77,184,-1
229,834,-1
125,1262,-1
255,1261,-1
86,423,-1
204,212,-1
86,1269,-1
217,404,-1
316,681,-1
86,972,-1
125,986,-1
25,891,-1
4,549,-1
25,1306,-1
43,212,-1
90,230,-1
125,71,-1
86,939,-1
60,224,-1
312,83,-1
62,184,-1
109,212,-1
294,241,-1
294,405,-1
187,1147,-1
229,769,-1
4,1010,-1
238,224,-1
30,193,-1
86,590,-1
187,671,-1
316,1262,-1
125,933,-1
90,834,-1
125,1359,-1
187,885,-1
31,224,-1
256,184,-1
248,404,-1
294,1139,-1
125,495,-1
294,938,-1
294,829,-1
49,184,-1
118,1100,-1
125,1425,-1
201,32,-1
86,731,-1
294,889,-1
86,700,-1
299,459,-1
86,45,-1
316,83,-1
86,259,-1
4,204,-1
291,972,-1
25,894,-1
86,1399,-1
180,184,-1
187,405,-1
217,249,-1
299,1322,-1
86,116,-1
312,916,-1
50,1262,-1
255,789,-1
31,1016,-1
71,437,-1
303,972,-1
187,718,-1
86,177,-1
125,847,-1
294,494,-1
86,1190,-1
212,404,-1
256,224,-1
31,458,-1
125,1333,-1
156,1097,-1
59,212,-1
125,885,-1
294,1010,-1
86,1210,-1
103,1291,-1
61,1097,-1
86,643,-1
229,911,-1
15,972,-1
86,548,-1
109,1291,-1
25,83,-1
86,86,-1
191,184,-1
294,476,-1
134,1394,-1
84,32,-1
305,32,-1
84,950,-1
134,212,-1
29,32,-1
84,212,-1
134,184,-1
