7106,766,73,1
6093,181,31,-1
4632,1514,108,1
8590,1787,93,-1
8355,411,90,1
9324,1390,114,1
2732,1101,114,1
11745,1150,90,1
11733,567,72,1
4598,516,96,1
10988,1015,90,1
2695,500,111,1
546,150,75,1
12393,244,108,1
14430,489,108,1
3980,535,90,1
3506,1297,72,1
5903,1030,108,1
13714,168,38,-1
7300,1056,74,-1
11510,349,108,1
1266,897,72,1
6441,1794,58,-1
8961,1767,55,-1
19,666,116,1
3813,611,90,1
4144,30,114,1
13666,718,3,-1
4792,1452,115,1
4135,694,89,1
7023,1016,108,1
8876,1543,116,1
6371,498,68,-1
104,798,100,1
7408,333,109,1
10450,876,92,-1
3364,977,113,1
8180,1671,49,-1
9178,515,55,-1
1286,1602,108,1
168,1542,100,1
10565,1535,108,1
6446,631,115,1
7548,667,116,1
3529,1058,36,-1
9290,1028,72,1
4176,911,46,-1
11274,1078,10,-1
9782,1758,55,-1
14275,1689,52,-1
4670,1725,71,-1
4790,558,101,-1
7051,783,72,1
8796,219,42,-1
14432,430,72,1
1077,1700,12,-1
14062,1628,101,-1
14299,1822,21,-1
4314,1804,52,-1
1562,1228,6,1
2131,856,31,-1
11226,412,51,-1
4527,434,101,-1
6594,1088,96,1
11725,292,37,-1
12028,485,108,1
1088,361,45,-1
6366,984,60,-1
2171,1481,72,1
9694,1820,21,-1
5761,1494,108,1
1491,1666,74,-1
10931,130,3,-1
12313,745,87,1
12047,738,72,1
10819,242,46,-1
7236,211,58,-1
9619,1851,108,1
8224,224,21,-1
4146,671,114,1
11038,222,75,-1
4322,1164,108,1
8752,966,68,-1
6268,1757,49,-1
12962,336,95,-1
10498,1621,108,1
3920,1071,75,-1
3688,1869,64,-1
4011,24,108,1
13887,1517,72,1
4862,1727,12,-1
9082,286,113,1
4434,1140,98,1
1458,946,37,-1
5993,1363,116,1
13486,755,114,1
10872,1331,116,1
2347,1200,70,-1
10519,898,68,-1
10750,527,108,1
10613,81,65,-1
10210,124,74,-1
9640,105,55,-1
6338,1694,55,-1
11538,118,73,1
4652,1216,113,1
9226,1151,73,1
13826,729,42,-1
6142,1865,21,-1
11539,1647,46,-1
6535,925,46,-1
7251,315,114,1
13565,292,45,-1
5954,437,108,1
9641,1749,26,-1
1117,1255,72,1
13786,608,96,1
13524,1690,70,-1
10057,1708,108,1
12782,922,101,-1
4046,361,37,-1
6342,925,38,-1
12555,782,72,1
9459,267,10,-1
3126,243,113,1
2684,1637,38,-1
545,980,72,1
14100,1108,96,1
528,421,18,-1
7771,1856,108,1
4296,120,46,-1
9312,228,91,1
7176,656,89,1
9359,1401,111,1
5949,1074,21,-1
14590,464,10,-1
11145,601,72,1
5437,467,71,-1
8633,155,23,-1
13877,1851,21,-1
5390,803,114,1
7086,1085,116,1
11199,823,111,1
8857,1225,90,1
3030,787,96,1
846,1816,26,-1
4409,1370,108,1
12686,315,96,1
13838,168,31,-1
2301,333,89,1
2013,1819,55,-1
11986,92,74,-1
9571,1047,101,-1
8264,1783,108,1
7837,1628,51,-1
8991,1379,72,1
3025,605,72,1
13819,202,42,-1
6803,1506,72,1
6363,880,3,-1
7079,928,51,-1
4419,1689,109,-1
787,839,72,1
6391,1549,108,1
5786,1569,111,1
6323,1634,23,-1
12050,1692,49,-1
6734,1054,101,-1
1375,830,23,-1
14586,1536,81,1
11281,1599,113,1
12277,674,115,1
12850,745,108,1
6385,493,42,-1
8756,597,108,1
13212,966,46,-1
8956,1058,80,-1
4744,1852,55,-1
236,1710,93,-1
14296,831,108,1
12449,498,3,-1
8020,511,46,-1
6246,1320,60,-1
10502,364,72,1
11446,1568,116,1
4444,43,90,1
6154,20,12,1
9134,213,70,-1
1812,1368,78,1
5212,1699,93,-1
7641,330,73,1
3295,392,72,1
4951,1790,58,-1
3199,1702,101,-1
3389,1590,114,1
4168,701,108,1
13301,639,87,1
13308,1059,80,-1
2837,1479,90,1
1351,1601,108,1
8778,1212,70,-1
12455,938,72,1
7028,966,23,-1
389,1851,26,-1
