RNA,protein,label
0,0,1
1,1,1
1,2,1
2,3,1
3,4,1
4,5,1
5,6,1
5,7,1
6,8,1
6,9,1
6,11,1
6,15,1
6,17,1
7,10,1
8,12,1
8,13,1
8,14,1
8,16,1
9,18,1
10,19,1
11,20,1
12,21,1
13,22,1
14,23,1
14,24,1
15,25,1
16,26,1
17,27,1
18,28,1
19,29,1
20,30,1
21,31,1
22,32,1
23,33,1
24,34,1
25,35,1
26,36,1
27,37,1
28,38,1
29,39,1
30,40,1
31,41,1
32,42,1
33,43,1
34,44,1
35,45,1
36,46,1
37,47,1
38,48,1
39,49,1
40,50,1
41,51,1
41,52,1
42,53,1
42,54,1
43,55,1
44,56,1
45,57,1
46,58,1
47,59,1
47,60,1
48,61,1
49,62,1
50,63,1
51,64,1
52,65,1
53,66,1
54,67,1
55,68,1
56,69,1
57,70,1
58,71,1
59,72,1
60,73,1
61,74,1
62,75,1
63,76,1
64,77,1
65,78,1
66,79,1
66,80,1
67,81,1
68,82,1
69,83,1
70,84,1
71,85,1
72,86,1
73,87,1
74,88,1
75,25,1
76,89,1
77,90,1
77,91,1
78,92,1
79,93,1
80,94,1
81,95,1
81,96,1
82,97,1
83,98,1
84,99,1
84,100,1
85,101,1
86,102,1
87,103,1
88,104,1
89,105,1
90,106,1
91,107,1
92,108,1
93,109,1
94,110,1
95,111,1
96,112,1
97,113,1
98,114,1
99,115,1
100,116,1
101,117,1
102,118,1
103,119,1
104,120,1
105,121,1
106,122,1
107,123,1
108,87,1
109,124,1
110,125,1
111,126,1
112,127,1
113,128,1
114,118,1
115,129,1
116,130,1
117,131,1
118,132,1
119,133,1
120,134,1
120,135,1
121,136,1
122,137,1
123,138,1
123,139,1
124,140,1
125,141,1
126,142,1
127,143,1
128,144,1
129,145,1
130,146,1
131,117,1
132,147,1
133,148,1
134,149,1
135,150,1
135,151,1
136,152,1
137,153,1
138,154,1
139,155,1
139,156,1
140,43,1
141,157,1
142,158,1
143,159,1
144,160,1
145,161,1
146,162,1
147,163,1
148,164,1
149,165,1
150,166,1
151,167,1
152,168,1
153,169,1
154,27,1
155,170,1
156,171,1
157,172,1
158,65,1
159,173,1
160,174,1
161,175,1
161,176,1
162,177,1
163,178,1
164,179,1
165,180,1
166,132,1
167,181,1
168,182,1
169,183,1
170,184,1
171,185,1
172,186,1
173,187,1
173,188,1
174,189,1
175,190,1
176,191,1
177,192,1
178,193,1
178,194,1
179,195,1
180,196,1
181,178,1
182,197,1
183,198,1
184,199,1
185,200,1
186,201,1
187,202,1
188,203,1
189,204,1
190,205,1
191,206,1
192,207,1
193,115,1
194,208,1
195,209,1
196,210,1
197,211,1
198,212,1
199,213,1
200,30,1
201,214,1
202,215,1
203,216,1
204,217,1
205,218,1
206,219,1
207,220,1
208,221,1
209,222,1
210,223,1
211,224,1
212,225,1
213,226,1
214,227,1
215,228,1
216,229,1
217,230,1
218,231,1
219,232,1
220,136,1
221,233,1
222,234,1
223,235,1
224,236,1
225,237,1
226,192,1
227,238,1
228,239,1
229,240,1
230,241,1
231,242,1
232,137,1
233,243,1
234,244,1
235,245,1
235,246,1
235,247,1
235,248,1
236,249,1
237,250,1
237,251,1
238,252,1
239,253,1
240,254,1
241,255,1
242,176,1
243,256,1
244,257,1
245,258,1
246,75,1
247,27,1
248,259,1
249,260,1
250,261,1
251,262,1
252,263,1
253,264,1
254,265,1
255,266,1
256,119,1
257,267,1
258,268,1
259,269,1
260,270,1
260,271,1
261,272,1
262,273,1
263,274,1
264,275,1
265,276,1
265,277,1
266,278,1
267,279,1
268,99,1
268,100,1
269,280,1
270,281,1
271,282,1
272,99,1
272,100,1
273,283,1
274,284,1
275,29,1
276,23,1
276,24,1
277,285,1
278,286,1
279,287,1
280,288,1
280,289,1
281,290,1
282,291,1
283,292,1
284,293,1
285,65,1
286,294,1
287,295,1
288,296,1
289,297,1
290,132,1
291,298,1
292,299,1
293,300,1
294,301,1
295,302,1
296,303,1
297,304,1
298,102,1
299,234,1
300,305,1
301,306,1
302,307,1
302,308,1
303,28,1
304,309,1
305,310,1
306,311,1
307,312,1
307,313,1
308,314,1
309,315,1
310,316,1
311,317,1
312,318,1
313,319,1
313,320,1
314,321,1
315,322,1
316,323,1
317,324,1
318,325,1
319,326,1
320,327,1
321,328,1
322,329,1
323,330,1
323,332,1
324,331,1
325,65,1
326,333,1
327,334,1
328,335,1
329,336,1
330,337,1
