0,228,205,-1
1,233,243,1
2,124,121,-1
3,234,140,-1
4,158,140,-1
5,313,319,1
6,124,183,-1
7,167,181,1
8,318,325,1
9,310,256,-1
10,228,150,-1
11,87,103,1
12,254,140,-1
13,10,260,-1
14,278,286,1
15,6,8,1
16,273,283,1
17,124,313,-1
18,329,271,-1
19,169,140,-1
20,37,23,-1
21,37,47,1
22,124,52,-1
23,10,19,1
24,14,316,-1
25,115,1,-1
26,254,78,-1
27,160,174,1
28,326,333,1
29,319,316,-1
30,58,239,-1
31,207,140,-1
32,10,24,-1
33,56,69,1
34,47,60,1
35,310,260,-1
36,124,1,-1
37,67,81,1
38,231,242,1
39,44,56,1
40,124,294,-1
41,242,250,-1
42,317,324,1
43,35,1,-1
44,37,151,-1
45,14,23,1
46,254,252,-1
47,117,131,1
48,70,84,1
49,173,187,1
50,71,85,1
51,295,2,-1
52,238,2,-1
53,94,110,1
54,294,176,-1
55,65,265,-1
56,286,140,-1
57,135,150,1
58,37,2,-1
59,100,116,1
60,229,271,-1
61,47,59,1
62,159,173,1
63,270,281,1
64,165,180,1
65,207,156,-1
66,264,275,1
67,40,50,1
68,299,234,1
69,12,2,-1
70,166,252,-1
71,84,100,1
72,10,151,-1
73,268,99,1
74,124,2,-1
75,235,248,1
76,124,171,-1
77,48,61,1
78,125,24,-1
79,319,129,-1
80,310,316,1
81,178,193,1
82,2,3,1
83,330,265,-1
84,129,145,1
85,124,198,-1
86,225,156,-1
87,52,65,1
88,315,322,1
89,163,178,1
90,217,230,1
91,135,316,-1
92,45,57,1
93,65,132,-1
94,125,151,-1
95,218,231,1
96,290,78,-1
97,90,271,-1
98,193,1,-1
99,99,151,-1
100,25,35,1
101,33,1,-1
102,178,194,1
103,10,2,-1
104,209,222,1
105,31,41,1
106,10,71,-1
107,313,320,1
108,8,14,1
109,65,260,-1
110,91,107,1
111,205,24,-1
112,140,1,-1
113,249,140,-1
114,186,316,-1
115,0,0,1
116,199,213,1
117,124,334,-1
118,103,119,1
119,61,74,1
120,309,315,1
121,325,65,1
122,53,66,1
123,321,328,1
124,274,176,-1
125,118,78,-1
126,268,100,1
127,95,156,-1
128,249,316,-1
129,140,43,1
130,1,316,-1
131,254,129,-1
132,216,140,-1
133,59,239,-1
134,330,337,1
135,7,10,1
136,124,113,-1
137,124,72,-1
138,205,151,-1
139,77,91,1
140,118,252,-1
141,309,151,-1
142,215,140,-1
143,65,151,-1
144,115,132,-1
145,310,113,-1
146,95,239,-1
147,115,129,1
148,35,23,-1
149,328,335,1
150,124,229,-1
151,33,2,-1
152,205,2,-1
153,30,40,1
154,143,140,-1
155,55,68,1
156,63,76,1
157,183,198,1
158,139,155,1
159,121,136,1
160,154,27,1
161,190,205,1
162,101,117,1
163,260,271,1
164,124,310,-1
165,24,34,1
166,97,140,-1
167,99,23,-1
168,21,271,-1
169,286,294,1
170,61,316,-1
171,65,2,-1
172,310,111,-1
173,102,118,1
174,68,82,1
175,310,311,-1
176,276,316,-1
177,172,186,1
178,90,106,1
179,8,16,1
180,1,140,-1
181,151,167,1
182,124,244,-1
183,221,233,1
184,192,207,1
185,300,305,1
186,53,151,-1
187,310,244,-1
188,35,45,1
189,194,208,1
190,137,2,-1
191,311,317,1
192,201,140,-1
193,6,15,1
194,74,88,1
195,52,140,-1
196,124,126,-1
197,128,144,1
198,288,140,-1
199,240,254,1
200,228,260,-1
201,242,252,-1
202,90,140,-1
203,151,2,-1
204,279,287,1
205,275,29,1
206,152,168,1
207,104,120,1
208,39,49,1
209,21,31,1
210,249,260,1
211,228,313,-1
212,124,24,-1
213,223,235,1
214,242,318,-1
215,125,311,-1
216,159,140,-1
217,99,115,1
218,246,75,1
219,200,30,1
220,254,7,-1
221,80,94,1
222,245,258,1
223,99,24,-1
224,306,311,1
225,166,239,-1
226,124,237,-1
227,316,323,1
228,301,306,1
229,49,62,1
230,124,265,-1
231,139,156,1
232,254,316,-1
233,95,78,-1
234,12,24,-1
235,257,267,1
236,118,132,1
237,254,337,-1
238,130,302,-1
239,284,293,1
240,310,151,-1
241,152,140,-1
242,111,140,-1
243,252,140,-1
244,76,89,1
245,86,102,1
246,290,129,-1
247,19,29,1
248,225,7,-1
249,183,140,-1
250,258,268,1
251,224,236,1
252,115,71,-1
253,304,309,1
254,127,143,1
255,310,1,-1
256,124,336,-1
257,124,333,-1
258,310,176,-1
259,144,160,1
260,66,80,1
261,115,24,-1
262,235,245,1
263,6,9,1
264,234,271,-1
265,33,313,-1
266,115,265,-1
267,158,65,1
268,207,271,-1
269,124,173,-1
270,297,304,1
271,4,5,1
272,174,189,1
273,228,241,-1
274,228,176,-1
275,235,247,1
276,277,285,1
277,124,135,-1
278,228,1,-1
279,28,38,1
280,53,2,-1
281,251,316,-1
282,228,111,-1
283,141,157,1
284,54,67,1
285,107,123,1
286,29,39,1
287,3,4,1
288,23,33,1
289,310,201,-1
290,252,263,1
291,83,98,1
292,35,24,-1
293,124,298,-1
294,212,225,1
295,58,316,-1
296,124,150,-1
297,280,289,1
298,289,297,1
299,124,311,-1
300,295,146,-1
301,164,179,1
302,124,65,-1
303,283,316,-1
304,235,246,1
305,238,313,-1
306,134,149,1
307,228,132,-1
308,272,100,1
309,177,192,1
310,90,7,-1
311,65,78,1
312,35,2,-1
313,32,42,1
314,116,130,1
315,306,140,-1
316,242,78,-1
317,226,192,1
318,249,252,-1
319,124,263,-1
320,295,302,1
321,170,184,1
322,37,24,-1
323,230,140,-1
324,124,151,-1
325,65,313,-1
326,306,316,-1
327,115,23,-1
328,137,153,1
329,35,151,-1
330,228,291,-1
331,1,156,-1
332,21,140,-1
333,274,284,1
334,242,337,-1
335,85,101,1
336,41,52,1
337,136,152,1
338,310,292,-1
339,124,214,-1
340,81,96,1
341,325,140,-1
342,111,126,1
343,156,171,1
344,93,109,1
345,115,176,-1
346,124,71,-1
347,323,332,1
348,307,313,1
349,242,271,-1
350,123,139,1
351,228,256,-1
352,5,6,1
353,239,253,1
354,140,2,-1
355,213,226,1
356,254,156,-1
357,46,58,1
358,208,221,1
359,309,24,-1
360,109,2,-1
361,179,195,1
362,32,140,-1
363,256,119,1
364,285,140,-1
365,1,2,1
366,242,284,-1
367,115,72,-1
368,193,115,1
369,323,330,1
370,36,46,1
371,306,7,-1
372,201,214,1
373,9,18,1
374,147,163,1
375,204,217,1
376,263,274,1
377,203,216,1
378,306,141,-1
379,330,176,-1
380,294,301,1
381,255,266,1
382,243,7,-1
383,118,129,-1
384,242,129,-1
385,124,42,-1
386,78,92,1
387,189,204,1
388,234,244,1
389,302,308,1
390,262,273,1
391,228,24,-1
392,89,105,1
393,98,114,1
394,138,154,1
395,201,271,-1
396,193,151,-1
397,26,36,1
398,53,24,-1
399,59,129,-1
400,324,331,1
401,305,140,-1
402,180,196,1
403,220,136,1
404,197,211,1
405,222,234,1
406,327,334,1
407,238,176,-1
408,124,120,-1
409,14,156,-1
410,124,278,-1
411,314,321,1
412,225,237,1
413,105,121,1
414,310,150,-1
415,290,252,-1
416,143,159,1
417,124,256,-1
418,166,129,-1
419,151,151,-1
420,215,228,1
421,69,83,1
422,156,140,-1
423,265,277,1
424,65,150,-1
425,57,70,1
426,58,129,-1
427,228,2,-1
428,82,97,1
429,238,111,-1
430,228,220,-1
431,322,329,1
432,20,30,1
433,305,310,1
434,295,151,-1
435,79,93,1
436,110,125,1
437,124,133,-1
438,1,1,1
439,115,260,-1
440,17,27,1
441,75,25,1
442,276,23,1
443,60,73,1
444,162,177,1
445,249,129,-1
446,150,166,1
447,125,176,-1
448,202,215,1
449,276,140,-1
450,124,148,-1
451,105,140,-1
452,77,90,1
453,265,276,1
454,310,24,-1
455,33,151,-1
456,108,87,1
457,242,239,-1
458,33,23,-1
459,124,111,-1
460,254,239,-1
461,281,290,1
462,115,2,-1
463,6,17,1
464,140,151,-1
465,124,296,-1
466,131,117,1
467,98,2,-1
468,193,2,-1
469,151,24,-1
470,214,227,1
471,97,113,1
472,319,156,-1
473,254,271,-1
474,115,150,-1
475,276,24,1
476,228,265,-1
477,124,140,1
478,181,178,1
479,8,12,1
480,143,7,-1
481,190,140,-1
482,42,54,1
483,124,176,-1
484,184,199,1
485,308,314,1
486,124,159,-1
487,114,118,1
488,115,151,-1
489,153,169,1
490,14,140,-1
491,169,183,1
492,242,176,1
493,59,140,-1
494,124,38,-1
495,106,122,1
496,120,135,1
497,190,239,-1
498,41,51,1
499,196,210,1
500,95,111,1
501,237,251,1
502,247,27,1
503,244,257,1
504,137,24,-1
505,307,312,1
506,232,137,1
507,161,175,1
508,88,104,1
509,269,280,1
510,124,228,-1
511,312,176,-1
512,124,195,-1
513,216,229,1
514,206,219,1
515,292,299,1
516,225,140,-1
517,124,240,-1
518,142,158,1
519,146,162,1
520,126,142,1
521,182,197,1
522,118,239,-1
523,166,132,1
524,290,132,1
525,234,316,-1
526,193,23,-1
527,66,79,1
528,309,2,-1
529,225,316,-1
530,205,218,1
531,271,140,-1
532,84,99,1
533,261,272,1
534,295,24,-1
535,238,132,-1
536,42,53,1
537,124,168,-1
538,276,156,-1
539,140,23,-1
540,227,238,1
541,310,265,-1
542,228,151,-1
543,243,256,1
544,34,44,1
545,96,112,1
546,14,24,1
547,187,202,1
548,148,164,1
549,28,140,-1
550,22,32,1
551,92,108,1
552,119,133,1
553,296,303,1
554,198,212,1
555,18,28,1
556,259,269,1
557,43,55,1
558,109,151,-1
559,238,24,-1
560,38,48,1
561,242,251,-1
562,193,24,-1
563,124,128,-1
564,238,260,-1
565,50,63,1
566,310,71,-1
567,124,31,-1
568,310,326,-1
569,288,296,1
570,242,156,-1
571,326,140,-1
572,210,223,1
573,291,140,-1
574,124,220,-1
575,243,156,-1
576,238,151,-1
577,272,99,1
578,306,156,-1
579,195,209,1
580,190,156,-1
581,266,278,1
582,12,21,1
583,228,23,-1
584,291,298,1
585,176,191,1
586,330,313,-1
587,120,134,1
588,243,316,-1
589,188,203,1
590,135,156,-1
591,310,249,-1
592,207,239,-1
593,282,239,-1
594,65,176,-1
595,207,220,1
596,310,23,-1
597,179,140,-1
598,283,292,1
599,161,176,1
600,243,140,-1
601,228,135,-1
602,190,271,-1
603,250,261,1
604,11,20,1
605,149,165,1
606,228,71,-1
607,95,252,-1
608,133,140,-1
609,155,170,1
610,293,300,1
611,175,190,1
612,65,71,-1
613,33,24,-1
614,238,252,1
615,124,260,-1
616,113,128,1
617,303,28,1
618,310,336,-1
619,310,313,-1
620,304,140,-1
621,109,24,-1
622,171,185,1
623,122,137,1
624,228,72,-1
625,113,140,-1
626,133,148,1
627,65,24,-1
628,6,11,1
629,241,255,1
630,81,95,1
631,186,201,1
632,166,78,-1
633,269,140,-1
634,249,78,-1
635,236,7,-1
636,125,2,-1
637,236,316,-1
638,298,102,1
639,62,75,1
640,64,77,1
641,236,249,1
642,130,146,1
643,310,74,-1
644,249,19,-1
645,115,326,-1
646,58,252,-1
647,124,309,-1
648,124,205,-1
649,229,240,1
650,310,2,-1
651,287,295,1
652,132,147,1
653,271,282,1
654,168,182,1
655,124,106,-1
656,312,318,1
657,219,232,1
658,73,87,1
659,99,1,-1
660,242,301,-1
661,242,141,-1
662,260,270,1
663,12,151,-1
664,145,161,1
665,243,239,-1
666,140,313,-1
667,135,151,1
668,319,326,1
669,242,316,-1
670,251,262,1
671,109,124,1
672,13,22,1
673,119,140,-1
674,310,237,-1
675,254,265,1
676,238,71,-1
677,329,336,1
678,15,25,1
679,173,188,1
680,51,64,1
681,8,13,1
682,229,140,-1
683,267,279,1
684,140,24,-1
685,302,307,1
686,16,26,1
687,327,140,-1
688,33,43,1
689,329,140,-1
690,306,271,-1
691,65,111,-1
692,124,280,-1
693,95,140,-1
694,115,313,-1
695,58,71,1
696,99,2,-1
697,95,271,-1
698,104,140,-1
699,242,140,-1
700,329,316,-1
701,37,1,-1
702,237,250,1
703,185,200,1
704,282,291,1
705,58,19,-1
706,280,288,1
707,97,316,-1
708,285,65,1
709,5,7,1
710,124,241,-1
711,123,138,1
712,72,86,1
713,95,316,-1
714,290,239,-1
715,191,206,1
716,230,239,-1
717,124,282,-1
718,124,23,-1
719,310,262,-1
720,58,140,-1
721,228,239,1
722,58,78,-1
723,320,327,1
724,230,241,1
725,248,259,1
726,157,172,1
727,253,264,1
728,249,239,-1
729,238,265,-1
730,135,140,-1
731,112,127,1
732,125,141,1
733,266,140,-1
734,137,151,-1
735,59,72,1
736,211,224,1
737,27,37,1
