pred,label
0.8890269,1
0.999671,1
1.5996096e-05,-1
0.9579803,1
0.9892408,1
0.99842227,1
0.08537393,-1
0.9671473,1
0.0063170735,-1
0.00065347855,-1
0.023059249,-1
0.9953687,1
0.25290284,1
0.99998045,1
0.99504626,1
0.6272291,1
0.027891858,-1
0.9996723,1
0.980276,1
0.9940103,1
0.9989641,1
0.98269075,1
0.0062591857,-1
0.9999397,1
0.922547,1
0.99877995,1
1.1811974e-05,-1
0.00039235508,-1
0.9686659,-1
0.99617416,1
0.9982901,1
0.0019780074,-1
0.98017406,1
0.03509787,-1
0.99144113,1
0.00014520217,-1
0.9805673,1
0.014456763,-1
0.99008906,1
0.0001801343,-1
0.00051852094,-1
0.99614173,1
0.008574279,-1
0.9344043,1
0.00062849233,-1
0.9991621,1
1.6172151e-05,-1
2.8083186e-05,1
0.7969883,1
0.9980281,1
5.3076265e-06,-1
0.05717089,-1
0.43509743,1
3.9603525e-05,-1
0.07036718,-1
0.0033335024,1
0.00046635172,-1
9.418092e-05,-1
0.41959757,-1
0.2443257,-1
0.0003251403,-1
0.97813946,1
0.9993874,1
3.538978e-05,1
0.017663682,1
0.99745375,1
0.037215356,-1
0.038345337,-1
7.156716e-06,-1
0.00017422109,-1
0.0012822143,-1
0.072508745,-1
0.99959224,1
2.238293e-05,-1
0.9964813,1
0.99980754,1
1.1086261e-05,-1
0.0006547169,-1
0.0016621399,-1
6.807851e-05,-1
0.9997576,1
0.9898162,1
0.42075762,-1
0.008701338,-1
0.0012630665,-1
8.351087e-06,-1
0.9932921,1
0.9932266,1
0.00087143417,-1
0.099087305,-1
7.837367e-05,-1
0.00024787083,-1
0.99955684,1
0.9964818,1
0.017380647,-1
0.0013448058,-1
0.010182347,-1
0.9551356,1
0.0002701135,-1
0.99112225,1
0.0016402431,-1
0.23434532,-1
0.13868003,-1
5.2838182e-05,-1
0.99910516,1
0.0015490856,-1
0.17806295,-1
0.9978788,1
0.013699576,-1
0.9993942,1
0.98423624,1
9.3896015e-05,-1
0.9893133,1
0.9086174,1
1.0664019e-05,-1
0.00025500325,-1
0.9807201,1
0.99864143,1
0.93325716,1
0.9947253,1
0.9983657,1
0.99767464,1
0.9961985,1
0.1497149,-1
0.060008813,-1
0.99746907,1
0.9941962,1
0.00012182036,-1
0.99789125,1
7.2689036e-05,-1
1.3897385e-05,-1
0.9865481,1
0.9984823,1
0.12592536,-1
0.9955128,1
0.96746236,1
0.011345095,-1
0.9968581,1
0.01440367,-1
0.5503719,1
0.568153,-1
0.99997604,1
2.6192763e-05,-1
0.9937262,1
0.98986745,1
5.9085933e-06,-1
0.00015044972,-1
2.6325788e-05,-1
0.99984646,1
0.99732095,1
1.981707e-05,-1
0.021256339,1
8.822994e-05,-1
1.0,1
3.062945e-08,-1
0.9992061,1
0.00012654079,-1
0.9999995,1
0.0015446079,1
8.20318e-09,-1
0.004983991,1
0.99999976,1
1.6419132e-07,-1
0.9710423,1
0.0147511475,-1
0.12079101,-1
0.9657178,1
0.0785966,1
1.5689974e-06,-1
0.99993896,1
1.1315271e-06,-1
0.9999511,1
1.80514e-06,-1
2.4128786e-09,-1
0.70444787,1
5.2764473e-09,-1
0.9024685,1
0.0002719274,-1
1.1002872e-06,-1
3.61864e-08,1
0.98349565,1
0.9999989,1
0.98385644,1
1.2217213e-10,-1
0.9949308,1
4.2611575e-08,-1
2.6466503e-05,-1
0.9877763,1
0.023205332,-1
0.97704554,1
1.0459637e-06,-1
4.5724178e-08,-1
1.9898367e-05,-1
0.9495982,1
4.710441e-08,-1
7.681782e-05,-1
0.1889206,-1
0.999997,1
0.99995923,1
3.380666e-05,-1
0.9999999,1
0.99808097,1
0.0002304476,-1
0.99999154,1
9.627072e-05,1
3.4984748e-11,-1
4.721361e-07,-1
1.0409422e-05,-1
0.99466765,1
9.927926e-10,-1
1.0,1
0.9991172,1
0.9999882,1
2.8346523e-05,-1
0.959995,-1
0.9985638,1
1.0094147e-06,-1
0.9998605,1
1.9543252e-07,-1
0.0041453405,-1
0.09147327,1
2.8988099e-08,-1
0.99963605,1
0.00022380652,-1
6.0728063e-09,-1
0.999908,1
5.182094e-05,-1
0.9999994,1
7.909445e-06,-1
0.9999956,1
0.011446649,1
0.9883166,1
0.999992,1
0.99991965,1
0.99999976,1
4.1081466e-06,-1
0.9999962,1
0.18300632,-1
0.9962478,1
1.0073531e-07,-1
3.9012495e-09,-1
0.0020401282,-1
1.9678987e-06,-1
4.4401727e-06,-1
6.7206374e-09,-1
0.00016784741,-1
0.9997484,1
1.5639032e-09,-1
5.160566e-07,1
0.017414974,-1
0.999941,1
0.99997926,1
1.55388e-05,-1
0.9992403,1
0.9836083,1
3.6335495e-09,-1
0.9998048,1
1.0,1
0.9970041,1
2.8534318e-05,-1
0.9999956,1
0.9997187,1
0.9999604,1
0.15981579,-1
0.9999945,1
0.99999976,1
8.1796e-10,-1
0.9984388,1
0.9999474,1
8.892383e-05,-1
3.0507092e-06,-1
0.000115554045,1
0.9952567,1
0.54797804,1
0.10888239,-1
7.3417627e-06,-1
6.341173e-05,-1
9.444793e-07,-1
1.8132585e-05,-1
0.0033197985,-1
0.0010675824,-1
8.9102804e-07,-1
0.99943036,1
0.99994767,1
2.118909e-09,-1
1.3171525e-05,-1
1.9822541e-07,-1
0.9999113,1
8.219938e-05,-1
0.9940491,1
0.99999976,1
0.10020876,-1
4.3033825e-09,-1
9.160373e-05,-1
0.12371794,1
0.8931389,1
0.9999964,1
5.285019e-06,-1
1.0,1
0.99999964,1
0.9999925,1
0.9999938,1
1.6322398e-05,1
0.9999527,1
3.0609886e-08,-1
0.9994956,1
7.0581236e-06,-1
6.089889e-07,-1
7.3497387e-07,-1
0.007060949,-1
0.65193784,-1
0.99986625,1
0.99987435,1
0.0006420093,-1
1.0,1
1.0,1
0.99999976,1
0.20885584,-1
0.00010245526,1
0.9999999,1
3.9818107e-07,-1
0.99999976,1
1.8550513e-07,-1
1.0,1
1.0,1
1.5478376e-08,-1
0.9852158,-1
0.99999976,1
1.2300792e-12,-1
0.99999964,1
1.5870356e-12,-1
2.7961251e-11,1
0.99948263,-1
1.0,1
2.6572373e-12,-1
4.307248e-10,-1
1.0,1
0.45828208,-1
0.7347307,1
6.299047e-08,-1
0.60618734,-1
1.0,1
8.5346545e-07,-1
0.92431056,-1
6.835032e-09,-1
1.8868098e-08,-1
1.0,1
0.99786204,1
6.53224e-06,-1
4.5331603e-06,-1
3.6658932e-08,-1
0.9999418,1
0.000520585,-1
0.008144915,-1
0.9793788,1
0.86115754,1
9.0685927e-07,-1
0.0001954774,-1
4.5726197e-06,-1
0.9999995,1
0.9994222,1
0.99970156,1
0.9999987,1
1.0,1
0.0003248128,-1
4.126325e-11,-1
1.4100273e-07,-1
0.99998426,1
1.4184328e-05,-1
1.0,1
0.40095004,-1
0.99999,1
5.9899986e-07,-1
0.9999999,1
0.44012582,-1
0.9987186,1
0.99999917,1
0.0009296533,-1
5.65848e-13,-1
5.111876e-06,-1
0.33395988,-1
0.2886475,1
0.99999166,1
0.9999995,1
0.9995914,1
0.9999999,1
0.00051604566,-1
1.0,1
4.8506777e-08,-1
0.00020011267,-1
1.0,1
0.7453673,1
1.3456963e-06,-1
0.00016307736,-1
0.9999995,1
1.0,1
3.058496e-06,-1
1.0,1
4.028565e-14,-1
1.0,1
0.9999994,1
5.3648987e-09,1
0.28052607,-1
0.99994814,1
0.9971892,1
0.053598505,-1
3.9620977e-06,-1
0.00014216358,-1
1.1380198e-11,-1
0.9997712,1
9.385365e-14,-1
0.99999976,1
0.99984896,1
0.9999999,1
0.9999831,1
0.84065753,1
1.5993655e-05,-1
0.07840328,-1
4.3341533e-06,-1
2.6293521e-05,1
0.9999995,1
0.99984443,1
3.6462257e-05,-1
2.1977115e-11,-1
0.9999888,1
0.9999993,1
0.0002974748,-1
6.785351e-06,-1
1.4528029e-12,-1
0.99768853,1
0.97158784,1
0.00014110639,-1
1.7045897e-09,-1
1.0,1
1.0,1
0.00076687796,-1
0.00019106387,-1
0.0052892757,-1
1.3423224e-11,-1
8.3651044e-05,-1
0.9874352,1
0.9997912,1
0.07064057,-1
0.009721679,-1
1.490728e-06,-1
0.99997497,1
1.6416814e-06,-1
0.00029024747,-1
0.999466,1
1.3012631e-09,-1
5.0957585e-11,-1
3.0414e-07,-1
0.0026240617,-1
0.832731,-1
0.99995863,-1
1.0,1
0.99982554,1
5.474636e-06,-1
1.3761235e-06,-1
4.3530712e-09,-1
0.99999905,1
0.23332922,-1
0.99999833,1
0.0018846565,-1
0.99974257,1
0.99999905,1
0.99995697,1
0.4486763,-1
0.07134757,-1
0.49366516,-1
0.9982211,1
0.07565667,-1
4.5248406e-05,-1
0.03469139,-1
8.5507776e-07,-1
1.8895099e-09,-1
0.99286747,1
1.3041186e-05,-1
0.011118578,-1
0.99991333,1
0.99989974,1
0.99998367,1
1.780054e-05,-1
3.9419533e-07,-1
0.99999917,1
0.9999999,1
5.853858e-07,-1
0.9992417,1
0.00027856932,-1
0.99999917,1
1.8365e-05,-1
0.99998283,1
1.0,1
0.99999964,1
7.9103435e-10,-1
0.9999615,1
0.9998722,1
0.99999845,1
0.9987752,1
1.2996991e-11,1
4.316338e-06,1
0.99999976,1
4.7304216e-11,-1
1.4127085e-07,-1
0.9999238,1
0.9981451,1
7.801307e-05,1
0.017754344,-1
2.232873e-08,-1
7.878136e-06,-1
0.0001266265,-1
0.983204,1
4.5235606e-09,-1
0.99998057,1
0.001516449,-1
7.8584555e-05,-1
2.693702e-09,-1
1.840248e-06,-1
0.9799352,1
0.01748394,1
0.9999628,1
0.999879,1
0.99958247,1
0.986395,1
2.5600131e-05,-1
5.0992037e-07,-1
0.9999907,1
0.99999976,1
8.516017e-05,-1
1.0392936e-05,-1
5.216169e-09,-1
2.1005489e-08,-1
3.1734774e-07,-1
0.43218672,-1
7.730704e-08,-1
0.24370071,1
5.5318665e-08,-1
0.44983464,1
0.9996785,1
0.9730163,1
0.0022975358,1
0.00092809426,-1
0.009516816,-1
0.99240243,1
7.2725204e-10,-1
0.9999964,1
0.9997389,-1
8.816958e-09,-1
4.797536e-10,-1
8.496856e-11,-1
0.99999976,1
0.90489066,1
0.06377356,-1
0.9999939,1
1.0,1
0.99940014,1
0.99999547,1
1.0,1
1.6236305e-08,-1
0.99999785,1
0.99968886,-1
0.9998388,1
0.9999993,1
1.8296518e-08,-1
0.9999995,1
3.7582433e-07,-1
0.99999964,1
0.99997294,1
1.0019265e-07,-1
0.04507727,-1
0.03360948,-1
0.9996804,1
0.99923277,1
0.9999999,1
8.981091e-08,-1
4.5896176e-10,-1
0.99999535,1
0.9999999,1
0.9998099,1
2.8881955e-09,1
0.9987332,1
2.0996472e-06,-1
0.00019302628,-1
0.6103956,-1
3.820355e-06,-1
0.9999999,1
1.4107407e-05,-1
0.9999207,1
0.99906474,1
0.99997056,1
0.9999937,1
0.9997819,1
1.0,-1
0.998044,1
1.4044672e-07,-1
4.0800933e-06,-1
0.99993503,1
1.0,1
0.99992466,1
1.025179e-09,-1
0.99999654,1
0.9999974,1
0.999997,1
0.99999905,1
2.8412946e-06,-1
0.00021166627,-1
1.1364693e-06,-1
0.9134858,1
1.4844241e-08,-1
2.9554576e-07,1
0.038676966,-1
0.0005585068,-1
0.00050626247,-1
0.9999989,1
0.9450171,1
0.19603713,-1
0.005780244,-1
3.1412403e-10,-1
0.99737525,1
9.358718e-09,-1
0.99999845,1
2.6191365e-05,-1
0.9993969,1
3.105671e-06,-1
0.79626083,1
1.10997114e-07,-1
4.680865e-09,-1
3.8240724e-08,-1
0.9998273,1
1.0320125e-05,-1
2.2301327e-05,-1
6.097144e-09,-1
0.9998803,1
0.99966025,1
0.9998253,1
0.9999689,1
0.41526332,-1
0.999985,1
0.4291052,-1
0.99999905,1
0.9999988,1
0.99948347,-1
0.9999794,1
1.0,1
2.7895866e-09,-1
0.9999989,1
0.0869611,-1
4.118801e-06,-1
1.6270171e-10,-1
0.9999554,1
7.0972437e-09,-1
0.00012968016,1
0.99999964,1
0.99999964,1
0.99999976,1
1.0,1
0.9995627,1
0.02021575,-1
0.0034781843,-1
8.1299284e-08,-1
0.9999951,1
0.99999845,1
4.219216e-07,-1
0.99999857,1
0.9999629,1
3.1080353e-06,1
0.9999982,1
0.9994703,1
0.1373442,-1
1.2487538e-07,-1
0.99998796,1
0.9999994,1
0.04937088,-1
0.99935406,1
0.9927468,1
0.99999976,1
0.9519733,1
1.066736e-06,-1
0.00023440387,-1
1.2546496e-07,-1
1.6631962e-08,-1
2.4142286e-08,-1
0.56240827,-1
3.3991995e-10,-1
0.997431,1
0.9992066,1
3.0758248e-08,-1
1.0,1
1.0,1
1.1072181e-07,-1
0.0035632371,1
3.9752044e-06,-1
0.00012995844,-1
0.99999905,1
6.0045835e-10,-1
0.99988794,1
2.7050723e-05,1
0.8582557,-1
0.99999523,1
0.055800952,-1
4.009313e-06,-1
4.9308954e-05,1
4.7393605e-06,-1
1.0,1
2.765945e-10,-1
0.0009998832,-1
0.9998785,1
0.9998586,1
0.9999466,1
0.0026218973,-1
5.5772907e-05,-1
0.0036894933,-1
0.0037946578,-1
1.2905583e-06,-1
5.748053e-06,-1
0.99989355,1
3.4903755e-05,-1
2.5923932e-06,-1
0.05501768,-1
4.7055e-09,-1
3.1465202e-08,1
0.9999269,1
0.99999905,1
4.744502e-10,-1
0.9151602,1
0.999998,1
0.00012389354,-1
0.9999932,1
0.9995315,-1
0.47877368,-1
2.8657498e-05,-1
0.8654705,1
3.070992e-05,-1
3.291681e-08,-1
0.99998796,1
5.5229158e-08,-1
0.99999964,1
0.9087694,1
