pred,label
0.99664944,1
0.99888915,1
6.460095e-05,-1
6.30223e-05,-1
0.9992725,1
0.00018230279,-1
0.9996443,1
0.010545314,-1
0.006431015,-1
0.054327443,-1
0.9991478,1
3.693239e-05,-1
0.9993457,1
0.9923862,1
0.00033817344,-1
0.9991074,1
0.00050250336,-1
0.9994605,1
0.98604393,1
0.011629786,-1
0.016916206,-1
0.9997271,1
0.00011521922,-1
0.99957246,1
0.9992398,1
0.0023389005,-1
0.9963003,-1
0.9827073,1
0.9990283,1
0.00042055256,-1
0.99978584,1
0.99970144,1
0.94485056,1
0.99604094,1
0.0001102829,-1
0.00038447807,-1
0.87720793,1
0.000158841,-1
0.99938893,1
0.995237,1
0.10179845,-1
0.99909735,1
0.9999404,1
1.3505318e-06,-1
0.99890876,1
0.28952777,-1
0.9999424,1
0.00041636924,-1
0.9996124,1
0.00039864116,-1
0.020567589,1
0.0002166725,-1
0.0003461856,1
0.9999732,1
0.99988806,1
0.00089503464,-1
0.9901288,1
0.00054436736,1
0.0075947996,-1
0.00011750882,-1
0.99970156,1
0.9997062,1
0.10976019,-1
5.5812758e-05,-1
0.9994086,1
2.4949428e-05,-1
0.010648341,-1
0.98054034,1
0.9999753,1
0.9994474,1
0.011478288,-1
0.9999993,1
0.0021461984,-1
0.99929583,1
0.9999838,1
0.9997838,1
3.931078e-05,-1
0.037862435,1
0.44840097,-1
0.662351,1
0.9987521,1
0.9998388,1
0.00028766334,-1
9.739493e-05,-1
0.015085368,-1
0.9979006,1
0.99798846,1
0.0044425083,-1
0.0003434262,-1
0.00062636007,-1
0.0017493606,-1
0.006831854,-1
3.291157e-05,-1
0.8601247,1
0.9862985,1
0.0157752,-1
5.4432545e-05,-1
0.070198655,-1
6.132688e-05,-1
0.99936503,1
0.0001001292,-1
0.00025822542,1
0.00016616755,1
0.9167509,1
0.28327483,-1
0.8516904,-1
0.99963105,1
7.7606084e-05,-1
2.2141605e-05,-1
0.00019818779,-1
0.99989974,1
0.9999416,1
0.99657154,1
0.99980634,1
0.98905945,1
0.0005739861,-1
0.9976356,1
0.19453052,-1
0.9999565,1
0.0004466716,-1
1.864369e-05,-1
0.79447454,1
0.009732961,-1
0.9975419,1
0.0008806062,-1
0.029145703,-1
0.000109519126,-1
0.0402655,-1
0.97757816,1
0.99378794,1
0.9959598,1
0.02463912,-1
0.078839876,-1
0.00011641382,-1
0.99931407,1
0.06969255,-1
0.23352994,-1
2.6324684e-05,-1
0.11983887,-1
0.011394455,-1
0.9958443,1
0.9999968,1
2.9603358e-05,-1
0.99993896,1
0.011362818,-1
0.98992926,1
0.20523308,-1
0.9996025,1
0.9981572,1
5.863782e-08,-1
0.9999304,1
1.7781065e-06,-1
6.0182767e-05,-1
3.596963e-05,1
1.749655e-05,1
1.9168763e-05,-1
0.00941355,-1
0.000540482,-1
0.9997341,1
0.928831,1
0.9750635,1
8.955125e-08,-1
0.70336205,1
0.0021901773,-1
0.9999212,1
0.99991167,1
4.780752e-06,-1
0.30182648,-1
0.996139,1
0.9991099,1
0.9999254,1
0.0032569205,-1
0.0040565548,1
0.9952395,-1
0.99948907,1
0.0011646155,-1
5.9551883e-09,1
2.7596036e-06,-1
6.3093886e-08,-1
0.9998778,1
0.99795294,1
2.2774482e-06,-1
0.0009981457,-1
2.0315953e-07,-1
0.998958,1
0.9999982,1
0.7834725,1
0.99970514,1
4.2685097e-06,-1
0.99997795,1
0.00423031,-1
0.99570954,1
0.010078329,-1
4.3519364e-07,-1
1.0,1
0.99977,1
0.001715453,-1
9.168099e-05,1
2.0156922e-06,-1
0.001682506,-1
0.9974336,1
1.9677711e-06,-1
0.00048811993,-1
0.00025602253,-1
0.039016243,-1
4.963942e-10,-1
0.9997843,1
0.001538969,-1
1.0,1
0.9986759,1
0.9734274,1
0.9999411,1
8.797103e-09,1
1.2571061e-07,1
0.9591669,1
1.1965277e-06,-1
6.10485e-08,-1
1.4046494e-06,-1
0.00018154096,1
8.79628e-05,1
9.469623e-07,-1
1.8749066e-05,-1
5.0478807e-06,-1
3.0456163e-06,-1
0.99998677,1
4.2187776e-07,-1
0.9999988,1
0.0068931845,-1
0.004113028,-1
0.9997694,1
0.9999641,1
0.9972857,1
5.0961153e-06,-1
0.9999597,1
0.12666638,1
0.99998975,1
0.99875736,1
0.87916946,1
4.147138e-07,-1
0.998439,1
7.66194e-06,-1
0.00786593,-1
6.129269e-06,-1
3.9337394e-08,-1
0.92488194,1
0.0008221767,-1
0.00085879175,-1
6.659785e-07,-1
0.75288576,-1
0.0024275272,-1
1.2055547e-06,-1
9.848891e-08,-1
1.0,1
0.9999831,1
5.6320205e-05,-1
1.0469944e-05,-1
0.9989166,1
0.98545176,1
0.8810261,1
0.08068125,-1
2.422218e-07,-1
0.9999974,1
0.99999297,1
0.8123224,1
0.99872905,1
3.9149228e-07,-1
0.0026008808,-1
0.999998,1
2.1781239e-06,-1
2.911761e-07,1
6.418071e-06,-1
0.99088377,1
0.99991643,1
0.99660337,1
0.42306226,-1
0.00015117391,-1
0.0022358769,-1
0.99958664,1
0.99949324,1
0.0054269694,-1
0.016570909,-1
0.9999994,1
0.00012983657,1
0.9997595,1
0.99995804,1
0.9999807,1
0.9976987,1
5.174906e-06,-1
0.010786389,-1
1.1414647e-06,-1
5.4310117e-06,-1
0.42225802,1
5.41618e-07,-1
1.6776417e-08,-1
0.98905796,1
4.1764366e-07,-1
0.9933832,1
0.99930143,1
0.1908983,1
0.9994764,1
0.0020959217,-1
0.99999976,1
0.99999833,1
0.0018513792,-1
8.289002e-07,-1
0.00013235006,-1
5.3765766e-06,-1
0.98723257,1
4.082168e-05,-1
0.91113067,-1
0.994987,-1
0.011826873,1
0.9982774,1
0.0018038894,-1
2.4095692e-07,-1
0.99995315,1
0.9999999,1
0.9995065,1
0.9974903,1
0.9988834,1
0.99999976,1
0.04192845,-1
0.99979776,1
0.9999962,1
0.9999583,1
3.5170504e-07,-1
0.8047751,1
0.9998604,1
1.2546664e-07,-1
1.2071022e-08,-1
0.64747876,-1
9.703941e-10,-1
0.00011021844,-1
3.5266294e-07,1
0.9978532,1
0.0021838527,-1
0.9998739,1
0.0002171072,-1
1.589826e-05,-1
0.9990233,1
0.99109834,1
3.9135966e-06,-1
8.212448e-06,-1
0.9997433,1
0.9998801,1
0.9992555,1
4.2988563e-07,-1
0.9992525,1
4.9047176e-05,-1
0.9999877,1
6.9936e-07,-1
0.004107871,-1
0.97791654,1
0.9999963,1
1.856841e-09,-1
0.0061664106,-1
0.0004343882,-1
0.00044350795,-1
0.00014769193,-1
0.97674584,1
0.065441474,-1
0.0005402687,-1
0.95542014,1
0.99997044,1
2.2576687e-08,-1
1.0,1
0.9999995,1
1.0,1
4.8802866e-07,-1
1.1570893e-05,-1
7.3402925e-06,1
0.999948,1
0.15170193,-1
0.99999595,1
6.3753585e-05,-1
1.453114e-05,-1
1.529763e-06,-1
2.3644989e-07,-1
7.384364e-05,-1
0.04381179,-1
8.694817e-06,-1
4.7631656e-05,-1
0.00077684503,-1
5.321446e-07,-1
3.1808776e-09,-1
0.9998772,1
0.94873,1
0.0012496499,-1
0.006020217,1
0.99877435,1
0.99997103,1
1.3559223e-06,-1
6.4739374e-06,-1
0.13204548,-1
0.0025499903,-1
6.468887e-07,1
0.99959844,1
0.9999763,1
1.1617776e-09,-1
0.98071814,1
7.5910896e-07,-1
1.0169057e-05,-1
0.00251162,-1
0.9993067,1
7.350341e-07,-1
0.9994148,1
0.99993587,1
1.1515392e-06,-1
0.999582,1
7.637521e-08,-1
0.013766998,1
6.6162985e-11,-1
0.9995653,1
5.756127e-08,-1
7.604025e-06,-1
0.99861634,1
0.00033723883,-1
0.9940468,1
0.9991517,1
0.9999932,1
0.99997115,1
0.018380806,-1
0.9976164,1
1.0,1
2.4615147e-07,-1
0.99949896,1
0.0007102631,-1
0.0029240018,1
0.9999429,1
2.7923997e-07,-1
0.9999821,1
1.9461304e-05,-1
0.9993662,1
0.9999987,1
2.809552e-09,-1
1.0,1
9.312661e-11,-1
9.1624606e-05,-1
1.0,1
0.9999989,1
0.075726345,-1
0.99998665,1
1.1945913e-07,-1
0.99998784,1
0.99999905,1
0.9999962,1
0.00016834219,-1
0.99518543,1
0.9999596,1
0.99999917,1
0.9999999,1
0.9999895,1
0.9999814,1
0.9993394,1
0.997884,1
0.040143766,-1
0.99999547,1
0.9995745,1
0.00037789505,1
1.785685e-05,-1
0.99833494,1
0.77569234,1
0.5494586,-1
0.001886014,-1
0.99794203,1
0.009681474,-1
0.85767925,1
7.282833e-07,-1
1.012074e-05,-1
0.99945873,1
0.9999651,1
0.000306272,-1
2.0308185e-07,-1
0.000816171,-1
0.99989045,1
5.254809e-05,-1
0.03516931,-1
0.99999774,1
0.94826114,-1
3.4681812e-05,-1
0.9999776,1
1.7328665e-06,-1
0.0021162855,-1
0.9985678,1
3.8048423e-05,-1
0.00058665103,-1
0.00027381902,-1
6.6481215e-07,-1
5.128351e-06,-1
3.5056e-05,-1
7.379493e-05,1
0.95434135,-1
0.012214068,-1
7.589497e-07,-1
0.0006818278,-1
0.9999515,1
0.9999628,1
0.0005780017,1
0.0009827721,-1
0.9997826,1
0.00083688897,-1
0.99983644,1
0.00011460985,-1
5.354752e-06,-1
0.9999186,1
0.9490621,1
0.99993193,1
0.017602872,-1
0.93057233,-1
0.99619305,1
0.9997242,1
0.9970174,1
0.9983765,1
5.925081e-06,-1
0.9804466,1
8.432963e-07,-1
0.0025852555,-1
0.99999976,1
0.99972767,1
0.99965477,1
0.0004130821,-1
0.9999467,1
0.9999523,1
8.058965e-05,-1
0.99999976,1
